"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier.2","OrganizationFormalName","MonitoringLocationIdentifier.2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName.2"
3720561,"USGS-CO","nwisco.01.99801238","Sample-Routine","Water","Groundwater","1998-02-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390621108384601","NO2 + NO3 RR = 39.02","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",61,"ug/L","NWIS",151081,"USGS-CO","USGS Colorado Water Science Center","USGS-390621108384601","WALKER STATE WILDLIFE AREA, WELL 11","Well","NULL",39.1038702,-108.6467631,"Interpolated from MAP.","NAD83","4520.62","feet","Level or other surveyed method.","US",8,77,"NULL","NULL","NULL","11","feet","NWIS"
3720772,"USGS-CO","nwisco.01.99801175","Sample-Routine","Water","Groundwater","1998-02-10 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390625108390403","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",16,"ug/L","NWIS",151111,"USGS-CO","USGS Colorado Water Science Center","USGS-390625108390403","WALKER SWA CHANNEL, SEEPAGE SITE WWC11-GW","Well","NULL",39.10553685,-108.6517633,"Interpolated from MAP.","NAD83","4505","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3721103,"USGS-CO","nwisco.01.99801189","Sample-Routine","Water","Groundwater","1998-02-12 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390620108385402","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",68,"ug/L","NWIS",151077,"USGS-CO","USGS Colorado Water Science Center","USGS-390620108385402","WALKER SWA CHANNEL, SEEPAGE SITE WWC2- GW","Well","NULL",39.10331465,-108.6489854,"Interpolated from MAP.","NAD83","4510","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3721258,"USGS-CO","nwisco.01.99801185","Sample-Routine","Water","Groundwater","1998-02-11 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390612108385602","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",9,"ug/L","NWIS",151050,"USGS-CO","USGS Colorado Water Science Center","USGS-390612108385602","WALKER SWA CHANNEL SITE CH18 (GW)","Well","NULL",39.10331465,-108.649541,"Interpolated from MAP.","NAD83","4510","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3721446,"USGS-CO","nwisco.01.99801173","Sample-Routine","Water","Groundwater","1998-02-10 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390630108392001","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",47,"ug/L","NWIS",151124,"USGS-CO","USGS Colorado Water Science Center","USGS-390630108392001","WALKER SWA CHANNEL, SEEPAGE SITE WWC19- GW","Well","NULL",39.10664795,-108.6562079,"Interpolated from MAP.","NAD83","4500","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3721498,"USGS-CO","nwisco.01.99900750","Sample-Routine","Water","Groundwater","1998-12-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390620108385002","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",72.1,"ug/L","NWIS",151071,"USGS-CO","USGS Colorado Water Science Center","USGS-390620108385002","SC01110114AAB1 (WALKER SWA, OW10B)","Well","NULL",39.10555556,-108.6472222,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","4522.44","feet","Level or other surveyed method.","US",8,77,"1998","17","feet","17","feet","NWIS"
3721542,"USGS-CO","nwisco.01.99801933","Sample-Routine","Water","Groundwater","1998-04-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390339108290702","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",15.2,"ug/L","NWIS",150931,"USGS-CO","USGS Colorado Water Science Center","USGS-390339108290702","COLO.R.WILDLIFE AREA,WEST POOL,TEST SITE 2 (GW)","Well","NULL",39.0608149,-108.4859241,"Interpolated from MAP.","NAD83","4610","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3721799,"USGS-CO","nwisco.01.99803037","Sample-Routine","Water","Groundwater","1998-07-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390339108285702","NULL","Not determined","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",42.9,"ug/L","NWIS",150929,"USGS-CO","USGS Colorado Water Science Center","USGS-390339108285702","COLO.R.WILDLIFE AREA,EAST POOL,TEST SITE 1 (GW)","Well: Hyporheic-zone well","NULL",39.0608149,-108.4831463,"Interpolated from MAP.","NAD83","4610","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3721980,"USGS-CO","nwisco.01.99801234","Sample-Routine","Water","Groundwater","1998-02-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390622108385001","RR NO2+NO3 = 23.86","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",81,"ug/L","NWIS",151091,"USGS-CO","USGS Colorado Water Science Center","USGS-390622108385001","WALKER STATE WILDLIFE AREA, WELL 6","Well","NULL",39.10414797,-108.6478743,"Interpolated from MAP.","NAD83","4519.73","feet","Level or other surveyed method.","US",8,77,"NULL","NULL","NULL","7","feet","NWIS"
3722206,"USGS-CO","nwisco.01.99902197","Sample-Routine","Water","Groundwater","1999-06-03 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390613108384101","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",76,"ug/L","NWIS",151052,"USGS-CO","USGS Colorado Water Science Center","USGS-390613108384101","SC01110114AAA1 (WALKER SWA, OW22)","Well","NULL",39.1036111,-108.6447222,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","4527.46","feet","Level or other surveyed method.","US",8,77,"1998","22.5","feet","23","feet","NWIS"
3722258,"USGS-CO","nwisco.01.99902196","Sample-Routine","Water","Groundwater","1999-06-03 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390614108384702","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Other","NULL","U","Dissolved",125,"ug/L","NWIS",151057,"USGS-CO","USGS Colorado Water Science Center","USGS-390614108384702","SC01110114DAA1 (WALKER SWA, OW11B)","Well","NULL",39.10388889,-108.6463889,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","4522.08","feet","Level or other surveyed method.","US",8,77,"1998","18","feet","18","feet","NWIS"
3723009,"USGS-CO","nwisco.01.00001968","Sample-Routine","Water","Groundwater","2000-04-14 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-385558108192701","NULL","Not determined","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Other","NULL","U","Dissolved",9.39,"ug/L","NWIS",150723,"USGS-CO","USGS Colorado Water Science Center","USGS-385558108192701","UD00200236CCD1 (SEEP ALONG KANNAH CR.)","Spring","NULL",38.9327606,-108.3248056,"Interpolated from MAP.","NAD83","5160","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3723585,"USGS-CO","nwisco.01.00102882","Sample-Routine","Water","Groundwater","2001-05-15 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390000108394501","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",9.92,"ug/L","NWIS",150789,"USGS-CO","USGS Colorado Water Science Center","USGS-390000108394501","SPRING IN W.FK OF S.BRANCH, NO THOROUGHFARE CANYON","Spring","NULL",39.0000937,-108.6632079,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","6280","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3723732,"USGS-CO","nwisco.01.00102450","Sample-Routine","Water","Groundwater","2001-04-17 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390230108423101","5-30-01 corrected time of collection","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",3.83,"ug/L","NWIS",150820,"USGS-CO","USGS Colorado Water Science Center","USGS-390230108423101","UPPER UTE CANYON SPRING","Spring","NULL",39.0416488,-108.7092651,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5920","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3723791,"USGS-CO","nwisco.01.00102454","Sample-Routine","Water","Groundwater","2001-04-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390515108433001","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",2.95,"ug/L","NWIS",151012,"USGS-CO","USGS Colorado Water Science Center","USGS-390515108433001","MIDDLE MONUMENT CANYON, SPRING SP4","Spring","NULL",39.0874816,-108.7256547,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5480","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3723842,"USGS-CO","nwisco.01.00102774","Sample-Routine","Water","Groundwater","2001-05-12 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390356108415401","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",10.3,"ug/L","NWIS",150941,"USGS-CO","USGS Colorado Water Science Center","USGS-390356108415401","E.FORK OF E.BRANCH MONUMENT CANYON, SPRING SP6E","Spring","NULL",39.06548186,-108.6989593,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5600","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3723904,"USGS-CO","nwisco.01.00102452","Sample-Routine","Water","Groundwater","2001-04-17 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390417108420101","data (cats) support lab spc","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",51.5,"ug/L","NWIS",150955,"USGS-CO","USGS Colorado Water Science Center","USGS-390417108420101","UPPER MONUMENT C.,EAST BRANCH,SPRING SP6","Spring","NULL",39.07137068,-108.7009316,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5500","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3724009,"USGS-CO","nwisco.01.00102451","Sample-Routine","Water","Groundwater","2001-04-17 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390445108412901","rr cats and verified","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",3.33,"ug/L","NWIS",150981,"USGS-CO","USGS Colorado Water Science Center","USGS-390445108412901","GOLD STAR CANYON SPRING","Spring","NULL",39.07914834,-108.6920424,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5500","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3724090,"USGS-CO","nwisco.01.00102447","Sample-Routine","Water","Groundwater","2001-04-17 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390127108372501","data (cats)support lab spc","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",3.32,"ug/L","NWIS",150803,"USGS-CO","USGS Colorado Water Science Center","USGS-390127108372501","ECHO CANYON SPRING SP14","Spring","NULL",39.0241489,-108.6242622,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5000","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3724250,"USGS-CO","nwisco.01.00102448","Sample-Routine","Water","Groundwater","2001-04-18 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390153108405801","rr so4, cl, vals repeated","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",10.5,"ug/L","NWIS",150812,"USGS-CO","USGS Colorado Water Science Center","USGS-390153108405801","UPPER RED CANYON SPRING","Spring","NULL",39.03137114,-108.6834309,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5900","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3724388,"USGS-CO","nwisco.01.00200534","Sample-Routine","Water","Groundwater","2001-11-06 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390207108392701","x= time on samples 1520","Not determined","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Other","NULL","U","Dissolved",11.6,"ug/L","NWIS",150815,"USGS-CO","USGS Colorado Water Science Center","USGS-390207108392701","COLUMBUS CANYON SPRING SP12","Spring","NULL",39.0352599,-108.6581522,"Interpolated from MAP.","NAD83","5740","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3724711,"USGS-CO","nwisco.01.00200533","Sample-Routine","Water","Groundwater","2001-11-05 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390349108430701","NULL","Not determined","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Other","NULL","U","Dissolved",2.18,"ug/L","NWIS",150940,"USGS-CO","USGS Colorado Water Science Center","USGS-390349108430701","UPPER MON CYN, SOUTH OF ARTISTS FINGERS, SPRING 7B","Spring","NULL",39.063593,-108.7192655,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5740","feet","Interpolated from topographic map.","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3725142,"USGS-CO","nwisco.01.01702964","Sample-Routine","Water","Groundwater","2017-06-29 00:00:00","National Water Quality Assessment Program (NAWQA)","USGS - Colorado Water Science Center","USEPA-390943108081601","L-1840018 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",3.1,"ug/L","NWIS",150575,"USGS-CO","USGS Colorado Water Science Center","USEPA-390943108081601","SC01009629BD","Well","NULL",39.16194444,-108.1377778,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","NULL","NULL","NULL","US",8,77,"NULL","NULL","NULL","NULL","NULL","NWIS"
3585041,"USGS-CO","nwisco.01.98903482","Sample-Routine","Water","Groundwater","1989-08-23 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370119107254300","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",10,"ug/L","NWIS",246350,"USGS-CO","USGS Colorado Water Science Center","USGS-370119107254300","NB03200517ABD","Well","NULL",37.0219495,-107.4292152,"Interpolated from MAP.","NAD83","6175","feet","Interpolated from topographic map.","US",8,7,"1971","120","feet","NULL","NULL","NWIS"
3585161,"USGS-CO","nwisco.01.01703128","Sample-Routine","Water","Groundwater","2017-07-12 00:00:00","National Water Quality Assessment Program (NAWQA)","USGS - Colorado Water Science Center","USGS-371416107105101","L-1950292 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","U","Dissolved",0.01,"ug/L","NWIS",246469,"USGS-CO","USGS Colorado Water Science Center","USGS-371416107105101","NB03400302CC","Well","NULL",37.23777778,-107.1808333,"Interpolated from Digital MAP.","NAD83","6913","feet","Interpolated from Digital Elevation Model","US",8,7,"2009","720","feet","720","feet","NWIS"
3585608,"USGS-CO","nwisco.01.01703142","Sample-Routine","Water","Groundwater","2017-07-13 00:00:00","National Water Quality Assessment Program (NAWQA)","USGS - Colorado Water Science Center","USGS-370033107243500","L-1950293 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",2.33,"ug/L","NWIS",246336,"USGS-CO","USGS Colorado Water Science Center","USGS-370033107243500","NB03200520AAB","Well","NULL",37.0091719,-107.4103256,"Interpolated from MAP.","NAD83","6120","feet","Interpolated from topographic map.","US",8,7,"1964","150","feet","NULL","NULL","NWIS"
3594384,"USGS-CO","nwisco.01.98903481","Sample-Routine","Water","Groundwater","1989-08-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-371006107422200","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",22,"ug/L","NWIS",247166,"USGS-CO","USGS Colorado Water Science Center","USGS-371006107422200","NB03400827BAA","Well","NULL",37.16833679,-107.7067274,"Interpolated from MAP.","NAD83","6618","feet","Interpolated from topographic map.","US",8,67,"1974","244","feet","NULL","NULL","NWIS"
3594422,"USGS-CO","nwisco.01.98903473","Sample-Routine","Water","Groundwater","1989-08-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370926107451500","SP C VER'D;CNF","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",6.3,"ug/L","NWIS",247148,"USGS-CO","USGS Colorado Water Science Center","USGS-370926107451500","NB03400830DDB LA PLATA AIRPORT","Spring","NULL",37.15722546,-107.7547849,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,67,"NULL","NULL","NULL","NULL","NULL","NWIS"
3594549,"USGS-CO","nwisco.01.98903471","Sample-Routine","Water","Groundwater","1989-08-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-371029107420000","SP C,PH VALUES VER'D;CNF","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",24,"ug/L","NWIS",247182,"USGS-CO","USGS Colorado Water Science Center","USGS-371029107420000","NB03400822DBD","Well","NULL",37.1747257,-107.700616,"Interpolated from MAP.","NAD83","6715","feet","Interpolated from topographic map.","US",8,67,"1968","105","feet","NULL","NULL","NWIS"
3594631,"USGS-CO","nwisco.01.98903472","Sample-Routine","Water","Groundwater","1989-08-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370620107442700","RR:ROE=1730/SE=5400","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",0.6,"ug/L","NWIS",247007,"USGS-CO","USGS Colorado Water Science Center","USGS-370620107442700","NB03300817BDD1","Well","NULL",37.10555859,-107.741451,"Interpolated from MAP.","NAD83","6710","feet","Interpolated from topographic map.","US",8,67,"1956","159","feet","NULL","NULL","NWIS"
3596794,"USGS-CO","nwisco.01.01702495","Sample-Routine","Water","Groundwater","2017-07-11 00:00:00","National Water Quality Assessment Program (NAWQA)","USGS - Colorado Water Science Center","USEPA-371226107471402","L-1930103 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",0.378,"ug/L","NWIS",246861,"USGS-CO","USGS Colorado Water Science Center","USEPA-371226107471402","NB03400818CA","Well","NULL",37.2072222,-107.7872222,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","NULL","NULL","NULL","US",8,67,"NULL","NULL","NULL","NULL","NULL","NWIS"
