"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier.2","OrganizationFormalName","MonitoringLocationIdentifier.2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName.2"
3716672,"USGS-CO","nwisco.01.99101804","Sample-Routine","Water","Groundwater","1991-03-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391559108540001","CATIONS & ANIONS DUP'D BTLS OK","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","5.0","ug/l","NWIS",151372,"USGS-CO","USGS Colorado Water Science Center","USGS-391559108540001","SC00910321BBB-080Q9","Well","NULL",39.26636865,-108.9006614,"Interpolated from MAP.","NAD83","4572","feet","Interpolated from topographic map.","US",8,77,"1977","35","feet","35","feet","NWIS"
3716711,"USGS-CO","nwisco.01.99101809","Sample-Routine","Water","Groundwater","1991-04-02 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390952108395901","ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","54.0","ug/l","NWIS",151221,"USGS-CO","USGS Colorado Water Science Center","USGS-390952108395901","UB00100211DDC-208K0","Well","NULL",39.16442504,-108.6670417,"Interpolated from MAP.","NAD83","4606","feet","Interpolated from topographic map.","US",8,77,"1977","22","feet","50","feet","NWIS"
3716721,"USGS-CO","nwisco.01.99101809","Sample-Routine","Water","Groundwater","1991-04-02 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390952108395901","ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","16.0","ug/l","NWIS",151221,"USGS-CO","USGS Colorado Water Science Center","USGS-390952108395901","UB00100211DDC-208K0","Well","NULL",39.16442504,-108.6670417,"Interpolated from MAP.","NAD83","4606","feet","Interpolated from topographic map.","US",8,77,"1977","22","feet","50","feet","NWIS"
3716837,"USGS-CO","nwisco.01.99101807","Sample-Routine","Water","Groundwater","1991-03-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391057108484301","CL SO4 & ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","40.0","ug/l","NWIS",151251,"USGS-CO","USGS Colorado Water Science Center","USGS-391057108484301","UB00100303CCB-130L3","Well","NULL",39.18248076,-108.8126024,"Interpolated from MAP.","NAD83","4516","feet","Interpolated from topographic map.","US",8,77,"1977","27.85","feet","30","feet","NWIS"
3716848,"USGS-CO","nwisco.01.99101807","Sample-Routine","Water","Groundwater","1991-03-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391057108484301","CL SO4 & ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","12.0","ug/l","NWIS",151251,"USGS-CO","USGS Colorado Water Science Center","USGS-391057108484301","UB00100303CCB-130L3","Well","NULL",39.18248076,-108.8126024,"Interpolated from MAP.","NAD83","4516","feet","Interpolated from topographic map.","US",8,77,"1977","27.85","feet","30","feet","NWIS"
3716921,"USGS-CO","nwisco.01.99103875","Sample-Routine","Water","Groundwater","1991-08-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391203108473801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","74.0","ug/l","NWIS",151301,"USGS-CO","USGS Colorado Water Science Center","USGS-391203108473801","UB00200334ADD01-RW1","Well","NULL",39.20081375,-108.7945462,"Interpolated from MAP.","NAD83","4500","feet","Interpolated from topographic map.","US",8,77,"1991","28","feet","28","feet","NWIS"
3716929,"USGS-CO","nwisco.01.99103875","Sample-Routine","Water","Groundwater","1991-08-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391203108473801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","22.0","ug/l","NWIS",151301,"USGS-CO","USGS Colorado Water Science Center","USGS-391203108473801","UB00200334ADD01-RW1","Well","NULL",39.20081375,-108.7945462,"Interpolated from MAP.","NAD83","4500","feet","Interpolated from topographic map.","US",8,77,"1991","28","feet","28","feet","NWIS"
3716966,"USGS-CO","nwisco.01.99103876","Sample-Routine","Water","Groundwater","1991-08-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391207108474301","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","33.0","ug/l","NWIS",151303,"USGS-CO","USGS Colorado Water Science Center","USGS-391207108474301","UB00200334ADD02-RW2","Well","NULL",39.20192485,-108.7959352,"Interpolated from MAP.","NAD83","4510","feet","Interpolated from topographic map.","US",8,77,"1991","28","feet","28","feet","NWIS"
3716974,"USGS-CO","nwisco.01.99103876","Sample-Routine","Water","Groundwater","1991-08-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391207108474301","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","10.0","ug/l","NWIS",151303,"USGS-CO","USGS Colorado Water Science Center","USGS-391207108474301","UB00200334ADD02-RW2","Well","NULL",39.20192485,-108.7959352,"Interpolated from MAP.","NAD83","4510","feet","Interpolated from topographic map.","US",8,77,"1991","28","feet","28","feet","NWIS"
3717016,"USGS-CO","nwisco.01.99101742","Sample-Routine","Water","Groundwater","1991-05-08 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390445108393901","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","27.0","ug/l","NWIS",150980,"USGS-CO","USGS Colorado Water Science Center","USGS-390445108393901","UC00100222DDC-INNIS","Well","NULL",39.0791483,-108.6614858,"Interpolated from MAP.","NAD83","4700","feet","Interpolated from topographic map.","US",8,77,"1991","210","feet","210","feet","NWIS"
3717025,"USGS-CO","nwisco.01.99101742","Sample-Routine","Water","Groundwater","1991-05-08 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390445108393901","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","8.8","ug/l","NWIS",150980,"USGS-CO","USGS Colorado Water Science Center","USGS-390445108393901","UC00100222DDC-INNIS","Well","NULL",39.0791483,-108.6614858,"Interpolated from MAP.","NAD83","4700","feet","Interpolated from topographic map.","US",8,77,"1991","210","feet","210","feet","NWIS"
3717102,"USGS-CO","nwisco.01.99101808","Sample-Routine","Water","Groundwater","1991-04-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390419108294601","ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","6.0","ug/l","NWIS",150958,"USGS-CO","USGS Colorado Water Science Center","USGS-390419108294601","UD00100117ADA-300D6","Well","NULL",39.0719259,-108.4967579,"Interpolated from MAP.","NAD83","4630","feet","Interpolated from topographic map.","US",8,77,"1977","46.8","feet","59","feet","NWIS"
3717113,"USGS-CO","nwisco.01.99101808","Sample-Routine","Water","Groundwater","1991-04-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390419108294601","ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","1.9","ug/l","NWIS",150958,"USGS-CO","USGS Colorado Water Science Center","USGS-390419108294601","UD00100117ADA-300D6","Well","NULL",39.0719259,-108.4967579,"Interpolated from MAP.","NAD83","4630","feet","Interpolated from topographic map.","US",8,77,"1977","46.8","feet","59","feet","NWIS"
3717146,"USGS-CO","nwisco.01.99103915","Sample-Routine","Water","Groundwater","1991-09-03 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391226108472801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","55.0","ug/l","NWIS",151309,"USGS-CO","USGS Colorado Water Science Center","USGS-391226108472801","UB00200335BBA-143N0","Well","NULL",39.20720254,-108.7917684,"Interpolated from MAP.","NAD83","4534.1","feet","Level or other surveyed method.","US",8,77,"1982","29.9","feet","37","feet","NWIS"
3717154,"USGS-CO","nwisco.01.99103915","Sample-Routine","Water","Groundwater","1991-09-03 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391226108472801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","17.0","ug/l","NWIS",151309,"USGS-CO","USGS Colorado Water Science Center","USGS-391226108472801","UB00200335BBA-143N0","Well","NULL",39.20720254,-108.7917684,"Interpolated from MAP.","NAD83","4534.1","feet","Level or other surveyed method.","US",8,77,"1982","29.9","feet","37","feet","NWIS"
3717195,"USGS-CO","nwisco.01.99101806","Sample-Routine","Water","Groundwater","1991-04-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391853108510401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","9.0","ug/l","NWIS",151412,"USGS-CO","USGS Colorado Water Science Center","USGS-391853108510401","SC00810335DBD-108U0","Well","NULL",39.31470105,-108.8517704,"Interpolated from MAP.","NAD83","4720","feet","Interpolated from topographic map.","US",8,77,"1976","88.1","feet","100","feet","NWIS"
3717206,"USGS-CO","nwisco.01.99101806","Sample-Routine","Water","Groundwater","1991-04-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391853108510401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","3.7","ug/l","NWIS",151412,"USGS-CO","USGS Colorado Water Science Center","USGS-391853108510401","SC00810335DBD-108U0","Well","NULL",39.31470105,-108.8517704,"Interpolated from MAP.","NAD83","4720","feet","Interpolated from topographic map.","US",8,77,"1976","88.1","feet","100","feet","NWIS"
3717239,"USGS-CO","nwisco.01.99103920","Sample-Routine","Water","Groundwater","1991-09-04 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391530108491801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","41.0","ug/l","NWIS",151366,"USGS-CO","USGS Colorado Water Science Center","USGS-391530108491801","UB00200309CAA-125Q5","Well","NULL",39.258313,-108.8223251,"Interpolated from MAP.","NAD83","4672","feet","Interpolated from topographic map.","US",8,77,"1974","18.5","feet","18.5","feet","NWIS"
3717247,"USGS-CO","nwisco.01.99103920","Sample-Routine","Water","Groundwater","1991-09-04 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391530108491801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","13.0","ug/l","NWIS",151366,"USGS-CO","USGS Colorado Water Science Center","USGS-391530108491801","UB00200309CAA-125Q5","Well","NULL",39.258313,-108.8223251,"Interpolated from MAP.","NAD83","4672","feet","Interpolated from topographic map.","US",8,77,"1974","18.5","feet","18.5","feet","NWIS"
3717286,"USGS-CO","nwisco.01.99200010","Sample-Routine","Water","Groundwater","1991-10-04 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391853108510401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","4.0","ug/l","NWIS",151412,"USGS-CO","USGS Colorado Water Science Center","USGS-391853108510401","SC00810335DBD-108U0","Well","NULL",39.31470105,-108.8517704,"Interpolated from MAP.","NAD83","4720","feet","Interpolated from topographic map.","US",8,77,"1976","88.1","feet","100","feet","NWIS"
3717294,"USGS-CO","nwisco.01.99200010","Sample-Routine","Water","Groundwater","1991-10-04 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391853108510401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","1.2","ug/l","NWIS",151412,"USGS-CO","USGS Colorado Water Science Center","USGS-391853108510401","SC00810335DBD-108U0","Well","NULL",39.31470105,-108.8517704,"Interpolated from MAP.","NAD83","4720","feet","Interpolated from topographic map.","US",8,77,"1976","88.1","feet","100","feet","NWIS"
3717335,"USGS-CO","nwisco.01.99101811","Sample-Routine","Water","Groundwater","1991-03-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391226108472801","ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","22.0","ug/l","NWIS",151309,"USGS-CO","USGS Colorado Water Science Center","USGS-391226108472801","UB00200335BBA-143N0","Well","NULL",39.20720254,-108.7917684,"Interpolated from MAP.","NAD83","4534.1","feet","Level or other surveyed method.","US",8,77,"1982","29.9","feet","37","feet","NWIS"
3717346,"USGS-CO","nwisco.01.99101811","Sample-Routine","Water","Groundwater","1991-03-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391226108472801","ANIONS DUP'D","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","7.2","ug/l","NWIS",151309,"USGS-CO","USGS Colorado Water Science Center","USGS-391226108472801","UB00200335BBA-143N0","Well","NULL",39.20720254,-108.7917684,"Interpolated from MAP.","NAD83","4534.1","feet","Level or other surveyed method.","US",8,77,"1982","29.9","feet","37","feet","NWIS"
3717425,"USGS-CO","nwisco.01.99101805","Sample-Routine","Water","Groundwater","1991-03-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391530108491801","CATIONS & ANIONS DUP'D BTLS OK","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","23.0","ug/l","NWIS",151366,"USGS-CO","USGS Colorado Water Science Center","USGS-391530108491801","UB00200309CAA-125Q5","Well","NULL",39.258313,-108.8223251,"Interpolated from MAP.","NAD83","4672","feet","Interpolated from topographic map.","US",8,77,"1974","18.5","feet","18.5","feet","NWIS"
3717436,"USGS-CO","nwisco.01.99101805","Sample-Routine","Water","Groundwater","1991-03-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391530108491801","CATIONS & ANIONS DUP'D BTLS OK","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","6.3","ug/l","NWIS",151366,"USGS-CO","USGS Colorado Water Science Center","USGS-391530108491801","UB00200309CAA-125Q5","Well","NULL",39.258313,-108.8223251,"Interpolated from MAP.","NAD83","4672","feet","Interpolated from topographic map.","US",8,77,"1974","18.5","feet","18.5","feet","NWIS"
3717473,"USGS-CO","nwisco.01.99101412","Sample-Routine","Water","Groundwater","1991-04-02 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390246108340301","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","U","Total","NULL","NULL","NWIS",150825,"USGS-CO","USGS Colorado Water Science Center","USGS-390246108340301","UC00100126BBD1","Well","NULL",39.0466485,-108.568427,"Interpolated from MAP.","NAD83","4625","feet","Interpolated from topographic map.","US",8,77,"1904","1213","feet","1213","feet","NWIS"
3717482,"USGS-CO","nwisco.01.99101412","Sample-Routine","Water","Groundwater","1991-04-02 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-390246108340301","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","0.1","ug/l","NWIS",150825,"USGS-CO","USGS Colorado Water Science Center","USGS-390246108340301","UC00100126BBD1","Well","NULL",39.0466485,-108.568427,"Interpolated from MAP.","NAD83","4625","feet","Interpolated from topographic map.","US",8,77,"1904","1213","feet","1213","feet","NWIS"
3717520,"USGS-CO","nwisco.01.99101810","Sample-Routine","Water","Groundwater","1991-03-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391630108525701","ANIONS DUP'D SEDIMENT IN FU BTL BTLS","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","42.0","ug/l","NWIS",151383,"USGS-CO","USGS Colorado Water Science Center","USGS-391630108525701","SC00910316ADD-090R5","Well","NULL",39.27497957,-108.8831607,"Interpolated from MAP.","NAD83","4626","feet","Interpolated from topographic map.","US",8,77,"1977","19","feet","19","feet","NWIS"
3717531,"USGS-CO","nwisco.01.99101810","Sample-Routine","Water","Groundwater","1991-03-29 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391630108525701","ANIONS DUP'D SEDIMENT IN FU BTL BTLS","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","13.0","ug/l","NWIS",151383,"USGS-CO","USGS Colorado Water Science Center","USGS-391630108525701","SC00910316ADD-090R5","Well","NULL",39.27497957,-108.8831607,"Interpolated from MAP.","NAD83","4626","feet","Interpolated from topographic map.","US",8,77,"1977","19","feet","19","feet","NWIS"
3717569,"USGS-CO","nwisco.01.99200776","Sample-Routine","Water","Groundwater","1992-02-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391530108491801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","17.0","ug/l","NWIS",151366,"USGS-CO","USGS Colorado Water Science Center","USGS-391530108491801","UB00200309CAA-125Q5","Well","NULL",39.258313,-108.8223251,"Interpolated from MAP.","NAD83","4672","feet","Interpolated from topographic map.","US",8,77,"1974","18.5","feet","18.5","feet","NWIS"
3717579,"USGS-CO","nwisco.01.99200776","Sample-Routine","Water","Groundwater","1992-02-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391530108491801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","4.9","ug/l","NWIS",151366,"USGS-CO","USGS Colorado Water Science Center","USGS-391530108491801","UB00200309CAA-125Q5","Well","NULL",39.258313,-108.8223251,"Interpolated from MAP.","NAD83","4672","feet","Interpolated from topographic map.","US",8,77,"1974","18.5","feet","18.5","feet","NWIS"
3717620,"USGS-CO","nwisco.01.99200788","Sample-Routine","Water","Groundwater","1992-02-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391203108473801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","27.0","ug/l","NWIS",151301,"USGS-CO","USGS Colorado Water Science Center","USGS-391203108473801","UB00200334ADD01-RW1","Well","NULL",39.20081375,-108.7945462,"Interpolated from MAP.","NAD83","4500","feet","Interpolated from topographic map.","US",8,77,"1991","28","feet","28","feet","NWIS"
3717630,"USGS-CO","nwisco.01.99200788","Sample-Routine","Water","Groundwater","1992-02-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391203108473801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","7.6","ug/l","NWIS",151301,"USGS-CO","USGS Colorado Water Science Center","USGS-391203108473801","UB00200334ADD01-RW1","Well","NULL",39.20081375,-108.7945462,"Interpolated from MAP.","NAD83","4500","feet","Interpolated from topographic map.","US",8,77,"1991","28","feet","28","feet","NWIS"
3717729,"USGS-CO","nwisco.01.99201155","Sample-Routine","Water","Groundwater","1992-03-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391853108510401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","450.0","ug/l","NWIS",151412,"USGS-CO","USGS Colorado Water Science Center","USGS-391853108510401","SC00810335DBD-108U0","Well","NULL",39.31470105,-108.8517704,"Interpolated from MAP.","NAD83","4720","feet","Interpolated from topographic map.","US",8,77,"1976","88.1","feet","100","feet","NWIS"
3717739,"USGS-CO","nwisco.01.99201155","Sample-Routine","Water","Groundwater","1992-03-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-391853108510401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Total","150.0","ug/l","NWIS",151412,"USGS-CO","USGS Colorado Water Science Center","USGS-391853108510401","SC00810335DBD-108U0","Well","NULL",39.31470105,-108.8517704,"Interpolated from MAP.","NAD83","4720","feet","Interpolated from topographic map.","US",8,77,"1976","88.1","feet","100","feet","NWIS"
