#
#
# US Geological Survey
# retrieved: 2025-10-20 13:24:22 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  lat_va          -- DMS latitude
#  long_va         -- DMS longitude
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_meth_cd   -- Latitude-longitude method
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#  country_cd      -- Country code
#  land_net_ds     -- Land net location description
#  map_nm          -- Name of location map
#  map_scale_fc    -- Scale of location map
#  alt_va          -- Altitude of Gage/land surface
#  alt_meth_cd     -- Method altitude determined
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  basin_cd        -- Drainage basin code
#  topo_cd         -- Topographic setting code
#  data_types_cd   -- Flags for the type of data collected
#  instruments_cd  -- Flags for instruments at site
#  construction_dt -- Date of first construction
#  inventory_dt    -- Date site established or inventoried
#  drain_area_va   -- Drainage area
#  contrib_drain_area_va -- Contributing drainage area
#  tz_cd           -- Mean Greenwich time offset
#  local_time_fg   -- Local standard time flag
#  reliability_cd  -- Data reliability code
#  gw_file_cd      -- Data-other GW files
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  aqfr_type_cd    -- Local aquifer type code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  depth_src_cd    -- Source of depth data
#  project_no      -- Project number
#  rt_bol          -- Real-time data flag
#  peak_begin_date -- Peak-streamflow data begin date
#  peak_end_date   -- Peak-streamflow data end date
#  peak_count_nu   -- Peak-streamflow data count
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#  sv_begin_date   -- Site-visit data begin date
#  sv_end_date     -- Site-visit data end date
#  sv_count_nu     -- Site-visit data count
#
#
# query started 2025-10-20 13:24:22 EDT
#
# there are 202 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	data_types_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no	rt_bol	peak_begin_date	peak_end_date	peak_count_nu	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu	sv_begin_date	sv_end_date	sv_count_nu
USGS	351727109125001	18 124-12.10X14.50	GW	351727	1091250	35.29085787	-109.21453930	M	M	NAD27	NAD83	04	04	001	US		HOUCK	  24000	 6020.	M	 10	NGVD29	15020006		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	NYYYNNNN		231SRMP		300.	300.		PRZRES	0	--	--	0	1955-09-15	1955-09-15	1	1966-10-20	1966-10-20	1	--	--	0
USGS	351846109160301	18 125-01.00X12.93	GW	351846	1091603	35.31280167	-109.26815240	M	T	NAD27	NAD83	04	04	001	US		BURNTWATER WASH	24000	 6465.	M	10	NGVD29	15020007		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19640919				MST	N	C	YYYYNYNN		231SRMP		155	155		PRZRES	0	--	--	0	--	--	0	1964-09-19	1964-09-19	1	--	--	0
USGS	352002109041301	18 124-03.98X11.54	GW	352002	1090413	35.33391296	-109.07092420	M	S	NAD27	NAD83	04	04	001	US		LUPTON	  24000	 6150.	M	 10	NGVD29	15020006		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19691209				MST	N	C	YYYYNNNN		231SRMP		450.	450.		PRZRES	0	--	--	0	1969-12-09	1969-12-09	1	1969-12-09	1969-12-09	1	--	--	0
USGS	352027109042101	18 124-04.12X11.07	GW	352027	1090421	35.34085729	-109.07314650	M	M	NAD27	NAD83	04	04	001	US		LUPTON	  24000	 6158.	M	  1	NGVD29	15020006		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580930				MST	N	C	YYYYNNNN		231SRMP		192.	192.		PRZRES	0	--	--	0	1958-10-02	1969-04-04	2	1958-10-01	1958-10-01	1	--	--	0
USGS	352501109301401	17 126-00.22X05.74	GW	352501	1093014	35.41696390	-109.50455080	M	T	NAD27	NAD83	04	04	001	US		KLAGETOH SOUTH	  24000	 6190.	M	 10	NGVD29	15020009		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19660612				MST	N	C	YYYYNYNN		231SRMP	M	325.	325.		CHNRES	0	--	--	0	1966-06-12	1973-05-01	2	1966-06-11	1976-01-15	5	--	--	0
USGS	352506109301701	17 126-00.26X05.66	GW	352506	1093017	35.41835276	-109.50538400	M	T	NAD27	NAD83	04	04	001	US		KLAGETOH SOUTH	  24000	 6190.	M	 10	NGVD29	15020009		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	195901				MST	N	C	YYYYNNNN		231SRMP		250.	250.		CHNRES	0	--	--	0	--	--	0	1959-01-25	1959-01-25	1	--	--	0
USGS	353522109055901	18 108-05.63X10.76	GW	353522	1090559	35.58946376	-109.10037120	M	T	NAD27	NAD83	04	04	001	US		HUNTERS POINT	  24000	 6640.	M	 10	NGVD29	15020006		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19671215				MST	N	C	YYYYNYNN		231SRMP		198.	198.		CHNRES	0	--	--	0	1967-12-12	1967-12-12	1	2004-10-25	2004-10-25	1	--	--	0
USGS	353531109061601	18 108-05.91X10.91	GW	353531	1090616	35.59196367	-109.10509350	M	M	NAD27	NAD83	04	04	001	US		HUNTERS POINT	  24000	 6720.	M	 10	NGVD29	15020006		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYYYNYNN		231SRMP		550.	842.		CHNRES	0	--	--	0	--	--	0	1949-06-17	1949-06-17	1	--	--	0
USGS	353639109073601	18 108-07.15X09.60	GW	353639	1090736	35.61085198	-109.12731640	M	M	NAD27	NAD83	04	04	001	US		JOE WOODY WELL	  24000	 6960.	M	 10	NGVD29	15020006		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19570402				MST	N	C	YYYYNNNN		231SRMP		786.	786.		CHNRES	0	--	--	0	--	--	0	1957-04-02	1957-04-02	1	--	--	0
USGS	353815109051201	18 108-04.90X07.75	GW	353815	1090512	35.63751825	-109.08731570	M	M	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE		 6720.	M	 20	NGVD29	15020006		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19551018				MST	N	C	YYYYNNNN		231SRMP		237.	237.		CHNRES													
USGS	353838106532701	16N.01W.01.410 DUP	GW	353838	1065327	35.64391630	-106.89142760	M	U	NAD27	NAD83	35	35	043	US								13020202			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	U	NNNNNNNN	N300COPLTS	231SRMP	C					0	--	--	0	1926-09-29	1946-05-18	2	--	--	0	--	--	0
USGS	353848109054301	18 108-05.35X07.11	GW	353848	1090543	35.64668465	-109.09592700	M	S	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6715.	M	 20	NGVD29	15020006		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	195001				MST	N	C	YYNYNNNN		231SRMP		375.	375.		CHNRES	0	--	--	0	1950-01-30	1950-01-30	1	--	--	0	--	--	0
USGS	353859109040901	18 108-03.90X06.90	GW	353859	1090409	35.64974029	-109.06981530	M	M	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6725.	M	 20	NGVD29	15020006		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19570814				MST	N	C	YYYYNNNN		231SRMP		357.	357.		CHNRES	0	--	--	0	1958-08-09	1958-08-09	1	1957-07-01	1957-07-01	1	--	--	0
USGS	353900109044701	18 108-04.50X06.90	GW	353900	1090447	35.65001799	-109.08037110	M	M	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6700.	M	 20	NGVD29	15020006		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19560619				MST	N	C	YYYYNNNN		231SRMP		290.	290.		CHNRES	0	--	--	0	1956-06-01	1956-06-04	2	1956-06-15	1956-06-15	1	--	--	0
USGS	353919109054701	18 108-05.43X06.53	GW	353919	1090547	35.65529555	-109.09703820	M	S	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6810.	M	 20	NGVD29	15020006		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580911				MST	N	C	YYYYNNNN		231SRMP		400.	400.		CHNRES	0	--	--	0	1958-09-15	1958-09-15	1	1958-09-11	1958-09-11	1	--	--	0
USGS	353923109055201	18 108-05.51X06.46	GW	353923	1090552	35.65640660	-109.09842720	M	S	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6820.	M	 20	NGVD29	15020006		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNYNN		231SRMP		200.	200.		CHNRES	0	--	--	0	1949-06-14	1949-06-14	1	1949-06-14	1949-06-14	1	--	--	0
USGS	353941109042401	18 108-04.13X06.12	GW	353941	1090424	35.66140665	-109.07398220	M	S	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6710.	M	 20	NGVD29	15020006		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	193407				MST	N	C	YYYYNNNN		231SRMP		700.	1800.		CHNRES	0	--	--	0	1950-03-10	1963-06-30	3	--	--	0	--	--	0
USGS	353944109043001	18 108-04.23X06.05	GW	353944	1090430	35.66223996	-109.07564890	M	S	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6710.	M	 20	NGVD29	15020006		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540903				MST	N	C	YYYYNNNN		231SRMP		895.	910.		CHNRES	0	--	--	0	1954-07-01	1954-09-03	4	1954-09-03	1954-09-03	1	--	--	0
USGS	353958111174901	03-117 2.63X 5.77	SP	353958	1111749	35.66611045	-111.29764500	M	S	NAD27	NAD83	04	04	005	US	      S02 T26N  R10E  G	WUPATKI NE	  24000	 4450.	M	 10	NGVD29	15020016		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020702			MST	N	C	YYYY		231SRMP	U				HOPRES	0	--	--	0	--	--	0	--	--	0	2002-07-02	2002-07-02	1
USGS	354047109054201	18 108-05.35X04.85	GW	354047	1090542	35.67973940	-109.09564950	M	M	NAD27	NAD83	04	04	001	US		ZITH-TUSAYAN BUT 4NE	  24000	 6725.	M	 20	NGVD29	15020006		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580920				MST	N	C	YYYYNNNN		231SRMP		310.	310.		CHNRES	0	--	--	0	1958-09-23	1969-11-10	2	1958-09-23	1958-09-23	1	--	--	0
USGS	354518111215801	A-27-10 06ABC	GW	354518	1112158	35.75499739	-111.36681100	M	F	NAD27	NAD83	04	04	005	US	SWNWNES06 T27N  R10E  G	CAMERON	  62500	 4320.	M	 20	NGVD29	15020016		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	193408				MST	N	C	YYNYNYNN		231SRMP		8.	8.		SFP	0	--	--	0	1966-11-10	1966-11-10	1	1966-11-10	1966-11-10	1	--	--	0
USGS	354716109291001	17 090-13.28X14.61	GW	354716	1092910	35.78778997	-109.48677000	M	S	NAD27	NAD83	04	04	001	US		NAZLINI	  62500	 6640.	M	 20	NGVD29	15020011		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19391010				MST	N	C	YYNYNNNN		231SRMP	C	525.	525.		CHNRES	0	--	--	0	1949-06-23	1949-06-23	1	1939-10-10	1939-10-10	1	--	--	0
USGS	355018111212801	03 098-06.07X11.16	GW	355018	1112128	35.83832927	-111.35847630	M	M	NAD27	NAD83	04	04	005	US		CAMERON SE	24000	 4150.	M	20	NGVD29	15020016		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19680126				MST	N	U	YYYYNYNN		231SRMP		188	188		HOPRES	0	--	--	0	1968-01-26	1991-12-20	2	1968-01-26	1968-01-26	1	--	--	0
USGS	355141111234301	03-098 08.13X09.52	SP	355141	1112343	35.86138438	-111.39597630	M	S	NAD27	NAD83	04	04	005	US	NESWSES26 T29N  R09E  G	CAMERON SOUTH	  24000	 4175.	M	 10	NGVD29	15020016		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20011017			MST	N	C	YYYY		231SRMP	U				SFPRES	0	--	--	0	2001-10-17	2001-10-17	1	--	--	0	2001-10-17	2001-10-17	1
USGS	355152111221201	03 098-06.72X09.34	GW	355152	1112212	35.86443990	-111.37069820	M	M	NAD27	NAD83	04	04	005	US		CAMERON SE	  24000	 4162.	M	 20	NGVD29	15020016		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550216				MST	N	C	YYNYNYNN		231SRMP		40.0	40.0		HOPRES	0	--	--	0	1955-02-17	1955-02-17	1	1955-02-17	1955-02-17	1	--	--	0
USGS	355336109265601	10 090-11.15X07.35	GW	355336	1092656	35.89334310	-109.44954800	M	S	NAD27	NAD83	04	04	001	US		NAZLINI	  62500	 6235.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19590211				MST	N	C	YYYYNNNN		231SRMP	M	535.	535.		CHNRES	0	--	--	0	1959-03-09	1959-03-09	1	1959-02-23	1959-02-23	1	--	--	0
USGS	355349111240401	03 098-08.50X07.10	GW	355349	1112404	35.89693925	-111.40180920	M	M	NAD27	NAD83	04	04	005	US		CAMERON NW	  24000	 4175.	M	 20	NGVD29	15020016		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19630711				MST	N	U	YYNYNYNN		231SRMP		43.	43.		HOPRES	0	--	--	0	1963-07-11	1963-07-11	1	1963-07-11	1963-07-11	1	--	--	0
USGS	355627111234101	03 098-08.11X04.09	GW	355627	1112341	35.94082730	-111.39541950	M	S	NAD27	NAD83	04	04	005	US		CAMERON NW	24000	 4260.	M	20	NGVD29	15020018		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19630706				MST	N	U	YYYYNNNN		231SRMP		270	270		HOPRES	0	--	--	0	1963-07-09	1963-07-09	1	1963-07-09	1963-07-09	1	--	--	0
USGS	355640109144001	10 089-13.70X03.85	GW	355640	1091440	35.94445387	-109.24510000	M	T	NAD27	NAD83	04	04	001	US		BUELL PARK	  62500	 7640.	M	 20	NGVD29	14080204		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19640611				MST	N	C	YYYNNNNN		231SRMP	M	846.	846.		CHNRES	0	--	--	0	1964-06-11	1964-06-11	1	1964-06-11	1964-06-11	1	--	--	0
USGS	355820112072001	A-30-02 24ACC2	GW	355816	1120738	35.97109547	-112.12794590	M	T	NAD27	NAD83	04	04	005	US	SWSWNES24 T30N  R02E  G	TUSAYAN WEST	  24000	 6575.	M	 10	NGVD29	15010004		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1966				MST	N	C	YYYNNYNN		231SRMP			628.		COP	0	--	--	0	--	--	0	1966-10-01	1984-06-29	2	--	--	0
USGS	360232109431801	10 071-12.45X14.40	GW	360232	1094318	36.04222750	-109.72233250	M	F	NAD27	NAD83	04	04	001	US		TOH DE NIIHE	  24000	 5905.	M	 10	NGVD29	14080204		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1954				MST	N	C	YYNYNNNN		231SRMP	C	1862.	1862.		CHNRES	0	--	--	0	1954-01-25	1954-01-25	1	1954-02-03	1954-02-03	1	--	--	0
USGS	360407111231401	03 078-07.66X12.47	GW	360407	1112314	36.06860320	-111.38791940	M	M	NAD27	NAD83	04	04	005	US		MOA AVE SW	  24000	 4413.	M	 20	NGVD29	15020018		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19630601				MST	N	U	YYYYNYNN		231SRMP		166.	166.		BODRES	0	--	--	0	1963-06-13	1963-06-13	1	1963-06-13	1963-06-13	1	--	--	0
USGS	360742111265301	03 078-11.10X08.40	GW	360742	1112653	36.12832400	-111.44875450	M	S	NAD27	NAD83	04	04	005	US		MOA AVE NW	  24000	 4916.	M	 20	NGVD29	15020018		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19590720				MST	N	C	YYYYNYNN		231SRMP		245.	270.		BODRES	0	--	--	0	--	--	0	1959-07-20	1959-07-20	1	--	--	0
