"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier-2","OrganizationFormalName","MonitoringLocationIdentifier-2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName-2"
"3467355","USGS-NM","nwisnm.01.97603013","Sample-Routine","Water","Groundwater","1975-12-27 00:00:00",NULL,NULL,"USGS-355720107340501",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Total","1.0","ug/l","NWIS","269025","USGS-NM","USGS New Mexico Water Science Center","USGS-355720107340501","20N.07W.22.1221,PUEBLO ALTO T.P. HOUSE WELL","Well",NULL,"35.95557374","-107.5686625","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3467425","USGS-NM","nwisnm.01.97603256","Sample-Routine","Water","Groundwater","1975-12-06 00:00:00",NULL,"Organization other than U.S. Geological Survey","USGS-353215108082101",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Present Above Quantification Limit","As","Dissolved",NULL,NULL,"NWIS","268512","USGS-NM","USGS New Mexico Water Science Center","USGS-353215108082101","15N.12W.17.11111","Well",NULL,"35.5375244","-108.1397888","Interpolated from MAP.","NAD83","7271","feet","Interpolated from Digital Elevation Model","US","35","31","1974","1620","feet","3170","feet","NWIS"
"3467538","USGS-NM","nwisnm.01.97502449","Sample-Routine","Water","Groundwater","1975-06-26 00:00:00",NULL,NULL,"USGS-353814108473001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Dissolved","2.0","ug/l","NWIS","268634","USGS-NM","USGS New Mexico Water Science Center","USGS-353814108473001","16N.18W.07.1111","Well",NULL,"35.6372222","-108.7922222","Interpolated from MAP.","NAD83","6611","feet","Level or other surveyed method.","US","35","31","1975","2147","feet",NULL,NULL,"NWIS"
"3467645","USGS-NM","nwisnm.01.97602981","Sample-Routine","Water","Groundwater","1976-01-12 00:00:00",NULL,NULL,"USGS-355025107301601",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","268928","USGS-NM","USGS New Mexico Water Science Center","USGS-355025107301601","19N.06W.31.2242","Well",NULL,"35.84029808","-107.5050497","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3467707","USGS-NM","nwisnm.01.97602997","Sample-Routine","Water","Groundwater","1976-01-14 00:00:00",NULL,NULL,"USGS-355406107192301",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Total","1.0","ug/l","NWIS","268976","USGS-NM","USGS New Mexico Water Science Center","USGS-355406107192301","19N.05W.01.3323 DUG WELL","Well",NULL,"35.90168585","-107.3236567","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3467742","USGS-NM","nwisnm.01.97602980","Sample-Routine","Water","Groundwater","1976-01-26 00:00:00",NULL,NULL,"USGS-354950107263401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Total","3.0","ug/l","NWIS","268868","USGS-NM","USGS New Mexico Water Science Center","USGS-354950107263401","19N.06W.35.3244","Well",NULL,"35.83057615","-107.4433817","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3467778","USGS-NM","nwisnm.01.97603003","Sample-Routine","Water","Groundwater","1976-01-14 00:00:00",NULL,NULL,"USGS-355444107191001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","268990","USGS-NM","USGS New Mexico Water Science Center","USGS-355444107191001","19N.05W.01.1212 WELL","Well",NULL,"35.91224115","-107.3200454","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3467813","USGS-NM","nwisnm.01.97603259","Sample-Routine","Water","Groundwater","1976-01-15 00:00:00",NULL,NULL,"USGS-355126107201701",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Total","6.0","ug/l","NWIS","268944","USGS-NM","USGS New Mexico Water Science Center","USGS-355126107201701","19N.05W.23.3431","Well",NULL,"35.8572424","-107.3386571","Interpolated from MAP.","NAD83","6585","feet","Interpolated from topographic map.","US","35","31","1943","471","feet",NULL,NULL,"NWIS"
"3467849","USGS-NM","nwisnm.01.97603020","Sample-Routine","Water","Groundwater","1976-01-27 00:00:00",NULL,NULL,"USGS-355926107410201",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","269058","USGS-NM","USGS New Mexico Water Science Center","USGS-355926107410201","20N.08W.04.4233","Well",NULL,"35.99057296","-107.6844992","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3467911","USGS-NM","nwisnm.01.97603018","Sample-Routine","Water","Groundwater","1976-01-27 00:00:00",NULL,NULL,"USGS-355920107411001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Total","1.0","ug/l","NWIS","269057","USGS-NM","USGS New Mexico Water Science Center","USGS-355920107411001","20N.08W.04.4312 DUG WELL IN CHACO WASH","Well",NULL,"35.9889063","-107.6867214","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3467985","USGS-NM","nwisnm.01.97603264","Sample-Routine","Water","Groundwater","1976-01-28 00:00:00",NULL,NULL,"USGS-355506107374001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","268997","USGS-NM","USGS New Mexico Water Science Center","USGS-355506107374001","20N.08W.36.4242","Well",NULL,"35.91835209","-107.6308865","Interpolated from MAP.","NAD83","6720","feet","Interpolated from topographic map.","US","35","31",NULL,"201","feet",NULL,NULL,"NWIS"
"3468046","USGS-NM","nwisnm.01.97602988","Sample-Routine","Water","Groundwater","1976-01-14 00:00:00",NULL,NULL,"USGS-355259107235001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","268956","USGS-NM","USGS New Mexico Water Science Center","USGS-355259107235001","19N.05W.18.2224 PAPERLKW DUG WELL AT TOW OF DAM","Well",NULL,"35.88307514","-107.397825","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468075","USGS-NM","nwisnm.01.97702415","Sample-Routine","Water","Groundwater","1976-12-22 00:00:00",NULL,"Organization other than U.S. Geological Survey","USGS-352143107560201",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Dissolved","15.0","ug/l","NWIS","266721","USGS-NM","USGS New Mexico Water Science Center","USGS-352143107560201","13N.10W.18.212","Well",NULL,"35.36197559","-107.9345052","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468112","USGS-NM","nwisnm.01.97603258","Sample-Routine","Water","Groundwater","1976-01-13 00:00:00",NULL,NULL,"USGS-355435107221001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","268982","USGS-NM","USGS New Mexico Water Science Center","USGS-355435107221001","19N.05W.04.2311","Well",NULL,"35.90974124","-107.3700466","Interpolated from MAP.","NAD83","6630","feet","Interpolated from topographic map.","US","35","31",NULL,"135","feet","135","feet","NWIS"
"3468164","USGS-NM","nwisnm.01.97603255","Sample-Routine","Water","Groundwater","1976-09-30 00:00:00",NULL,"Organization other than U.S. Geological Survey","USGS-353022108020101",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Present Above Quantification Limit","As","Dissolved",NULL,NULL,"NWIS","267407","USGS-NM","USGS New Mexico Water Science Center","USGS-353022108020101","15N.11W.29.1113","Well",NULL,"35.50613714","-108.0342302","Interpolated from MAP.","NAD83","7066","feet","Interpolated from Digital Elevation Model","US","35","31","1976","700","feet","1000","feet","NWIS"
"3468221","USGS-NM","nwisnm.01.97603011","Sample-Routine","Water","Groundwater","1976-01-05 00:00:00",NULL,NULL,"USGS-355703107361201",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","269021","USGS-NM","USGS New Mexico Water Science Center","USGS-355703107361201","20N.07W.20.1444 CASTILLO LAKE WELL A","Well",NULL,"35.95085155","-107.6039413","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468257","USGS-NM","nwisnm.01.97602992","Sample-Routine","Water","Groundwater","1976-01-13 00:00:00",NULL,NULL,"USGS-355328107220801",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","268964","USGS-NM","USGS New Mexico Water Science Center","USGS-355328107220801","19N.05W.09.4112,BLACKWATER WELL","Well",NULL,"35.8911305","-107.369491","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468293","USGS-NM","nwisnm.01.97702430","Sample-Routine","Water","Groundwater","1976-10-06 00:00:00",NULL,NULL,"USGS-353534108355201",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Total","1.0","ug/l","NWIS","268564","USGS-NM","USGS New Mexico Water Science Center","USGS-353534108355201","16N.17W.25.1132","Well",NULL,"35.59279914","-108.5984142","Interpolated from MAP.","NAD83","6688","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468403","USGS-NM","nwisnm.01.97602946","Sample-Routine","Water","Groundwater","1976-08-23 00:00:00",NULL,"Organization other than U.S. Geological Survey","USGS-352045107552901",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Dissolved","4.0","ug/l","NWIS","266696","USGS-NM","USGS New Mexico Water Science Center","USGS-352045107552901","13N.10W.20.114","Well",NULL,"35.345865","-107.9253383","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468495","USGS-NM","nwisnm.01.97603261","Sample-Routine","Water","Groundwater","1976-01-29 00:00:00",NULL,NULL,"USGS-355833107255801",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","269045","USGS-NM","USGS New Mexico Water Science Center","USGS-355833107255801","20N.06W.11.4242","Well",NULL,"35.97585107","-107.4333812","Interpolated from MAP.","NAD83","6760","feet","Interpolated from topographic map.","US","35","31",NULL,"453","feet","506","feet","NWIS"
"3468529","USGS-NM","nwisnm.01.97603016","Sample-Routine","Water","Groundwater","1976-01-29 00:00:00",NULL,NULL,"USGS-355822107244601",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","269042","USGS-NM","USGS New Mexico Water Science Center","USGS-355822107244601","20N.05W.07.33C,OIL WELL SEPARATOR","Well",NULL,"35.9727955","-107.4133807","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468566","USGS-NM","nwisnm.01.97602991","Sample-Routine","Water","Groundwater","1976-01-14 00:00:00",NULL,NULL,"USGS-355320107191101",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","268963","USGS-NM","USGS New Mexico Water Science Center","USGS-355320107191101","19N.05W.12.3234,CASTILLO WELL ON TORREON WASH","Well",NULL,"35.88890837","-107.3203233","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3468600","USGS-NM","nwisnm.01.97603015","Sample-Routine","Water","Groundwater","1976-01-05 00:00:00",NULL,NULL,"USGS-355752107370701",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Total",NULL,NULL,"NWIS","269034","USGS-NM","USGS New Mexico Water Science Center","USGS-355752107370701","20N.07W.18.4112 DUG WELL","Well",NULL,"35.9644624","-107.6192195","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3474964","USGS-NM","nwisnm.01.01902524","Sample-Routine","Water","Groundwater","2019-05-30 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354753108034901","L-1569609 Samples were received chilled at the WHOI lab.","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","268833","USGS-NM","USGS New Mexico Water Science Center","USGS-354753108034901","18N.12W.12.4334","Well",NULL,"35.79807494","-108.0642317","Interpolated from MAP.","NAD83","6438","feet","Level or other surveyed method.","US","35","31","1976","1655","feet","1655","feet","NWIS"
"3475097","USGS-NM","nwisnm.01.01902521","Sample-Routine","Water","Groundwater","2019-05-30 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354951108034501","L-1568703 Samples were received chilled at the WHOI lab.","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","268874","USGS-NM","USGS New Mexico Water Science Center","USGS-354951108034501","19N.12W.36.4143F","Well",NULL,"35.83085215","-108.0631207","Interpolated from MAP.","NAD83","6350","feet","Level or other surveyed method.","US","35","31",NULL,NULL,NULL,"3320","feet","NWIS"
"3475223","USGS-NM","nwisnm.01.01903951","Sample-Routine","Water","Groundwater","2019-08-29 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-355735107382101","L-2479603 Samples were received chilled at the WHOI lab.","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","269028","USGS-NM","USGS New Mexico Water Science Center","USGS-355735107382101","20N.8W.13.342 Pueblo Pintado PM5","Well",NULL,"35.95983889","-107.6391389","Reported.","NAD83","6552","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,"1678","feet",NULL,NULL,"NWIS"
"3475313","USGS-NM","nwisnm.01.01902533","Sample-Routine","Water","Groundwater","2019-05-29 00:00:00",NULL,"USGS - New Mexico Water Science Center","USGS-355547107584001","L-1569607 Samples were received chilled at the WHOI lab.","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","269004","USGS-NM","USGS New Mexico Water Science Center","USGS-355547107584001","20N.11W.26.3414","Well",NULL,"35.92973985","-107.9783964","Interpolated from MAP.","NAD83","6380","feet","Interpolated from topographic map.","US","35","31",NULL,"2912","feet","3311","feet","NWIS"
"3475432","USGS-NM","nwisnm.01.01903942","Sample-Routine","Water","Groundwater","2019-08-27 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354514108190601","L-2479601 Samples were received chilled at the WHOI lab.","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","268778","USGS-NM","USGS New Mexico Water Science Center","USGS-354514108190601","18N.14W.34.1211","Well",NULL,"35.753908","-108.3189617","Interpolated from MAP.","NAD83","6743","feet","Interpolated from topographic map.","US","35","31","1969","1292","feet",NULL,NULL,"NWIS"
"3475523","USGS-NM","nwisnm.01.01902518","Sample-Routine","Water","Groundwater","2019-05-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354653107554401","L-1569611 Samples were received chilled at the WHOI lab.","Not applicable","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","268809","USGS-NM","USGS New Mexico Water Science Center","USGS-354653107554401","18N.10W.20.1114","Well",NULL,"35.7814092","-107.9295056","Interpolated from MAP.","NAD83","6550","feet","Interpolated from topographic map.","US","35","31",NULL,"1150","feet",NULL,NULL,"NWIS"
"3475651","USGS-NM","nwisnm.01.01902527","Sample-Routine","Water","Groundwater","2019-05-30 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354724107555201","L-1569608 Updated SID from 354738108030401 per Linhoff.  KB 6/10/19  Samples were received chilled at the WHOI lab. Updated SID from 354738108030401 per Linhoff.  KB 6/10/19  Updated SID from 354738108030401 per B. Linhoff. JPC 6/10/19  Updated SID from 354738108030401 per K. Wilkins. JPC 6/6/19","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","268817","USGS-NM","USGS New Mexico Water Science Center","USGS-354724107555201","18N.10W.18.4222","Well",NULL,"35.79002015","-107.9317279","Interpolated from MAP.","NAD83","6560","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3475766","USGS-NM","nwisnm.01.01902530","Sample-Routine","Water","Groundwater","2019-05-29 00:00:00",NULL,"USGS - New Mexico Water Science Center","USGS-355553107562301",NULL,"Not applicable","Not applicable","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",NULL,NULL,"NWIS","269006","USGS-NM","USGS New Mexico Water Science Center","USGS-355553107562301","20N.10W.30.3244","Well",NULL,"35.9314066","-107.9403398","Interpolated from MAP.","NAD83","6401","feet","Level or other surveyed method.","US","35","31",NULL,NULL,NULL,"3275","feet","NWIS"
"3475835","USGS-NM","nwisnm.01.02101058","Sample-Routine","Water","Groundwater","2021-04-26 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USEPA-353314108453101",NULL,"Not applicable","Not applicable","4040","USGS parameter code 82398","Submersible pump","Submersible positive-pressure pump",NULL,"As","Dissolved","0.68","ug/l","NWIS","266500","USGS-NM","USGS New Mexico Water Science Center","USEPA-353314108453101","15N.18W.04.332","Well",NULL,"35.55388889","-108.7586111","Differentially corrected Global Positioning System.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,"1860","feet",NULL,NULL,"NWIS"
"3475926","USGS-NM","nwisnm.01.02101025","Sample-Routine","Water","Groundwater","2021-04-26 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353814108473001",NULL,"Not applicable","Not applicable","4040","USGS parameter code 82398","Submersible pump","Submersible positive-pressure pump",NULL,"As","Dissolved","0.26","ug/l","NWIS","268634","USGS-NM","USGS New Mexico Water Science Center","USGS-353814108473001","16N.18W.07.1111","Well",NULL,"35.6372222","-108.7922222","Interpolated from MAP.","NAD83","6611","feet","Level or other surveyed method.","US","35","31","1975","2147","feet",NULL,NULL,"NWIS"
"3481569","USGS-NM","nwisnm.01.97502699","Sample-Routine","Water","Groundwater","1974-12-19 00:00:00",NULL,NULL,"USGS-364916108234301",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"As","Dissolved","1.0","ug/l","NWIS","270286","USGS-NM","USGS New Mexico Water Science Center","USGS-364916108234301","30N.15W.10.4444 GA","Well",NULL,"36.8216361","-108.3959806","Survey-grade GPSF","NAD83","5345.56","feet","Survey-grade GPSF","US","35","45","1973","600","feet","620","feet","NWIS"
