#
#
# US Geological Survey
# retrieved: 2025-10-17 19:18:47 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#
#
# query started 2025-10-17 19:18:47 EDT
#
# there are 1117 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm
USGS	322801103184602	21S.35E.24.24141 A
USGS	322824103253301	21S.34E.13.32413
USGS	322859103204401	21S.35E.14.11111
USGS	322939103095601	21S.37E.09.214331
USGS	322958103153501	21S.36E.09.22224
USGS	323002103342701	21S.33E.04.434
USGS	323022103285301	21S.34E.04.311331
USGS	323053103191201	21S.35E.01.12222
USGS	323126103184201	20S.36E.36.13444
USGS	323126103185801	20S.36E.35.24444
USGS	323146103230101	20S.36E.32.11321
USGS	323215103184201	20S.36E.25.31224
USGS	323219103190001	20S.36E.26.24443
USGS	323219103190601	20S.36E.26.24344
USGS	323258103440601	20S.32E.23.43312
USGS	323308103440502	20S.32E.23.43312 A
USGS	323336103322501	20S.34E.22.222333
USGS	323345103351101	20S.34E.17.33442
USGS	323348103370801	20S.33E.24.124
USGS	323350103322801	20S.34E.22.224
USGS	323359103351501	20S.34E.17.334
USGS	323409103321301	20S.34E.14.13343
USGS	323422103321701	20S.34E.14.133
USGS	323444103195901	20S.36E.15.221224
USGS	323529103332501	20S.34E.04.44434
USGS	323543103332901	20S.34E.04.444
USGS	324154103593301	18S.30E.32.32422
USGS	324159103503801	18S.31E.35.31324
USGS	324224103394901	18S.33E.33.21131
USGS	324224103444101	18S.32E.34.22200
USGS	324241103561201	18S.30E.26.4140
USGS	324244103561601	18S.30E.26.414144
USGS	324333103580001	18S.30E.21.4200
USGS	324356103471601	18S.32E.20.14411
USGS	324405103565801	18S.30E.22.2220
USGS	324405103572201	18S.30E.22.2110
USGS	324502103495801	18S.31E.14.22133
USGS	324520104035201	18S.29E.10.34310
USGS	330438103520801	14S.31E.30.13112
USGS	330447103520201	14S.31E.30.11313
USGS	331641103054601	12S.38E.16.42121
USGS	332144105411901	11S.13E.09.33343
USGS	332224103455601	11S.31E.12.422331
USGS	332433103445101	10S.31E.35.112242
USGS	332443103444501	10S.31E.26.341434
USGS	332631103323001	10S.33E.14.311424
USGS	332908103364901	09S.32E.36.42422
USGS	332911103411801	09S.32E.32.412343
USGS	332914103421901	09S.32E.31.412144
USGS	332918103433701	09S.31E.36.32324
USGS	332918103433702	09S.31E.36.32324 A
USGS	333021103374501	09S.32E.25.11341
USGS	333039103334801	09S.33E.21.441442
USGS	333043103320601	09S.33E.23.34222
USGS	333117103372901	09S.32E.24.12143
USGS	333121103401401	09S.32E.21.21210
USGS	333123103222401	09S.35E.17.44440
USGS	333124103401501	09S.32E.16.43433
USGS	333145103242701	09S.35E.18.311131
USGS	333148103271301	09S.34E.15.14333
USGS	333156105315001	09S.14E.13.12124
USGS	333158103032201	09S.38E.16.141433
USGS	333243103375001	09S.32E.11.24420
USGS	333256103374802	09S.32E.11.24420 A
USGS	333306103050701	09S.38E.07.23413
USGS	333313103133001	09S.36E.02.431443
USGS	333313103402401	09S.32E.04.34242
USGS	333356103251001	09S.34E.01.14113
USGS	333525104133701	08S.27E.30.421422
USGS	333555105312301	08S.14E.24.243114
USGS	333558103481201	08S.31E.20.33412
USGS	333620104121801	08S.27E.21.312113
USGS	333628103484901	08S.31E.19.411123
USGS	333721104120401	08S.27E.16.14140
USGS	333731103535401	08S.30E.17.2124333
USGS	333737103523301	11111
USGS	333757104132201	08S.27E.08.313244
USGS	333826104121801	08S.27E.09.11233
USGS	333826104121802	08S.27E.09.11233 A
USGS	333846103494401	08S.30E.01.41414A
USGS	333902104084801	08S.27E.01.233133
USGS	333945103523501	07S.30E.33.42214
USGS	334000106053701	11S.09E.21.300
USGS	334011104094501	07S.27E.35.21113
USGS	334014104104101	07S.27E.34.21120
USGS	334033103502601	07S.30E.23.244424
USGS	334103104095001	07S.27E.26.12214
USGS	334103104104901	07S.27E.27.12244
USGS	334132104092501	07S.27E.23.421421
USGS	334204103581201	07S.29E.22.21110
USGS	334205103581201	07S.29E.22.211142
USGS	334224104101201	07S.27E.14.311412
USGS	334225104090501	07S.27E.13.31214
USGS	334312103452201	07S.31E.10.4213
USGS	334313104012401	07S.29E.07.32000
USGS	334313104102001	07S.27E.10.424212
USGS	334313104105501	07S.27E.10.32411
USGS	334337104091601	07S.27E.11.22420
USGS	334347104082701	07S.27E.01.443341
USGS	334522104094401	06S.27E.35.142242
USGS	334541104085001	06S.27E.25.34120
USGS	334636103533801	06S.30E.20.4243213
USGS	334805104101201	06S.27E.11.313323
USGS	334840104121901	06S.27E.08.22224
USGS	334920104003801	06S.29E.05.11124
USGS	335000103515001	05S.29E.35.21220
USGS	335001103523701	05S.29E.34.22221
USGS	3350081041007	05S.263.25.33314
USGS	335052103513101	05S.29E.25.1111143
USGS	335520103543801	04S.29E.28.3333321
USGS	335549103511601	04S.29E.25.13422A
USGS	335641104075701	04S.27E.19.244311A
USGS	335703103522101	04S.29E.14.334414
USGS	335720103521801	04S.29E.14.314242
USGS	335759104035301	04S.27E.12.33432
USGS	335824104114001	04S.26E.10.42110
USGS	340001103200701	03S.34E.36.13331
USGS	340013103234501	03S.34E.32.21333
USGS	340020103201601	03S.34E.35.22142
USGS	340138103165601	03S.35E.21.31133
USGS	340138104151101	03S.26E.19.341412
USGS	340146104171201	03S.25E.23.32431
USGS	340152103165601	03S.35E.21.13131
USGS	340205103190201	03S.35E.19.11134
USGS	340212104071801	03S.27E.20.22411
USGS	340225103200401	03S.34E.13.3133
USGS	340231103523501	03S.29E.15.442221
USGS	340238104132501	03S.26E.16.31314
USGS	340240103333801	03S.32E.14.13333
USGS	340243103334201	03S.32E.15.244234
USGS	340243103334202	03S.32E.15.244234A
USGS	340248103144201	03S.35E.15.421
USGS	340248103144202	03S.35E.15.421   A
USGS	340248103165101	03S.35E.16.13121
USGS	340301103154901	03S.35E.15.11121
USGS	340401104133501	03S.26E.08.222333
USGS	340416104142801	03S.26E.05.331314
USGS	340416104142901	03S.26E.05.331313
USGS	340500104122601	03S.26E.03.11111
USGS	340500104123501	03S.26E.04.22122
USGS	340500106390101	03S.03E.05.213
USGS	340516104024601	02S.28E.31.311324
USGS	340523103590601	02S.28E.34.23431
USGS	340537103583301	02S.28E.35.11414
USGS	340544104065101	02S.27E.33.113422
USGS	340545103571601	02S.28E.36.122124
USGS	340547104134101	02S.26E.32.212444
USGS	340550103302701	02S.33E.29.33333
USGS	340555104032101	02S.27E.25.34400
USGS	340607104022701	02S.28E.30.321440
USGS	340627106370601	02S.03E.27.114 WILD HORSE WELL
USGS	340628104011801	02S.28E.29.124422
USGS	340632103571101	02S.28E.25.21311
USGS	340632103571301	02S.28E.25.124221
USGS	340632103571310	02S.28E.25.124222
USGS	340638103584501	02S.28E.27.22222
USGS	340702104004701	02S.28E.20.422244
USGS	340707104042701	02S.27E.23.32230
USGS	340717104040401	02S.27E.23.243144
USGS	340722103575701	02S.28E.23.22313
USGS	340722103575901	02S.28E.23.21424
USGS	340725104033901	02S.27E.24.132213
USGS	340728103585201	02S.28E.22.221244
USGS	340731104000101	02S.28E.16.43400
USGS	340732104013401	02S.28E.17.334441
USGS	340733104053201	02S.27E.22.124111
USGS	340746104092401	02S.26E.13.441433
USGS	340758103591501	02S.28E.15.14444
USGS	340829103583701	02S.28E.11.33322
USGS	340833104043901	02S.27E.11.334444
USGS	340837103585901	02S.28E.10.44314
USGS	340843103575901	02S.28E.11.412444
USGS	340843103575910	02S.28E.11.412444A
USGS	340850103594601	02S.28E.09.24444
USGS	340908103571001	02S.28E.12.213121
USGS	340908103571010	02S.28E.12.213121A
USGS	340909104011801	02S.28E.08.122440
USGS	340909104101701	02S.26E.11.242243
USGS	340911104011001	02S.28E.08.211424
USGS	340912104011101	02S.28E.08.211421
USGS	340913104011001	02S.28E.08.211244
USGS	340917104050501	02S.27E.10.223213
USGS	340918104050501	02S.27E.10.22321
USGS	340929104004701	02S.28E.05.424442
USGS	340929104151801	02S.26E.06.334231
USGS	340931104045801	02S.27E.03.444124
USGS	340934104001301	02S.28E.04.413122
USGS	340947104112701	02S.26E.03.421420
USGS	341008109130101	A-09-29 24AAA
USGS	341026104114201	01S.26E.34.431414
USGS	341102104093001	01S.26E.36.214122
USGS	341130104110901	01S.26E.26.311443
USGS	341130104121501	01S.26E.27.311433
USGS	341158104131101	01S.26E.28.112322
USGS	341216103375502	01S.32E.19.133334
USGS	341220104060001	01S.27E.22.333 CIBOLO SPRING
USGS	341228109141801	A-09-29 02ACA
USGS	341237103210801	01S.34E.22.24222
USGS	341244104102001	01S.26E.23.224311
USGS	341311104180801	01S.25E.15.324422
USGS	341341103254201	01S.33E.13.21121
USGS	341404104083601	01S.27E.07.323240
USGS	341407103281001	01S.33E.10.312222
USGS	341409103593601	01S.28E.10.31411
USGS	341417104162301	01S.25E.12.134134
USGS	341422104034001	01S.27E.12.13142
USGS	341435104155601	01S.25E.12.21141
USGS	341435104155602	01S.25E.12.21141 A
USGS	341439104173701	01S.25E.10.222221
USGS	341448103260601	01S.33E.01.31443
USGS	341449104042601	01S.27E.02.34213
USGS	341502104194501	01S.25E.05.42241
USGS	341540104014001	01N.28E.32.343343
USGS	341542104081801	01N.27E.31.44442
USGS	341609104075601	01N.27E.32.14323
USGS	341611104075401	01N.27E.32.14322
USGS	341616103584201	01N.28E.35.132231
USGS	341628104011301	01N.28E.32.212243
USGS	341633104094301	01N.26E.25.43431
USGS	341640103575401	01N.28E.26.442421
USGS	341702104022501	01N.28E.30.233122
USGS	341714103442502	01N.30E.25.222 MWQ 2 (EXPLORATORY 2, DEEP)
USGS	341715103585101	01N.28E.26.113121
USGS	341720103565301	01N.28E.25.222243
USGS	341720103592901	01N.28E.27.12214
USGS	341723104002501	01N.28E.21.43333
USGS	341725104085201	01N.27E.19.344431
USGS	341728104100301	01N.26E.24.34321
USGS	341736104075301	01N.27E.20.342111
USGS	341800104063301	01N.27E.21.232133
USGS	341802103565401	01N.28E.24.224434
USGS	341804103565501	01N.28E.24.224411
USGS	341818103585801	01N.28E.15.444144
USGS	341818103590201	01N.28E.15.44324
USGS	341849104073001	01N.27E.17.23200
USGS	341849104073002	01N.27E.17.23200A
USGS	341907104052301	01N.27E.15.212221
USGS	341907104052302	01N.27E.15.212221A
USGS	341913104091501	01N.27E.07.333210
USGS	341930109152401	A-11-29 27ACA
USGS	341936109341801	A-11-26 27ADB
USGS	341937104024001	01N.28E.07.143122
USGS	341942104125401	01N.26E.09.23222
USGS	341951103574301	01N.28E.12.112343
USGS	341951103574401	01N.28E.12.11233
USGS	342001103580001	01N.28E.02.444133
USGS	342009103591501	01N.28E.03.432112
USGS	342010103595601	01N.28E.04.42400
USGS	342023103493402	01N.30E.6.421 MWQ 19 (Deep, dry)
USGS	342023103493403	01N.30E.6.421 MWQ 20 (West deep)
USGS	342027104071401	01N.27E.05.24440
USGS	342032103573301	01N.28E.01.14141
USGS	342045103442602	01N.30E.1.222 MWQ 22 (Deep, east side)
USGS	342117103495201	02N.30E.31.23322
USGS	342142104065501	02N.27E.33.122223 DUP
USGS	342205104052901	02N.27E.34.44421
USGS	342213104040301	02N.27E.36.32334
USGS	342218109485701	A-11-24 08AAC
USGS	342240104094000	02N.26E.24.342433
USGS	342249104103401	02N.26E.25.334331
USGS	342250104070201	02N.27E.33.122223
USGS	342324109271602	A-12-27 35CDA
USGS	342330104062101	02N.27E.27.11340
USGS	342346107133801	02N.04W.14.324
USGS	342359103581001	02N.28E.14.23224
USGS	342403104035101	02N.27E.24.322424
USGS	342420109454001	A-12-24 26DD
USGS	342425108572901	02N.20W.08.344
USGS	342528103441301	02N.30E.01.42223
USGS	342531103441902	02N.30E.01.42223 A
USGS	342538103460101	02N.30E.02.141313
USGS	342539103460001	02N.30E.02.14131
USGS	342547109171801	A-12-29 20AAC
USGS	342557109494101	A-12-24 17CCC
USGS	342600109003301	02N.21W.02.223
USGS	342600109442801	A-12-25 18CCC1
USGS	342613109250101	A-12-28 18DBC
USGS	342652104002001	03N.28E.28.43433
USGS	342655109251001	A-12-28 07CDA
USGS	342738109363401	A-12-26 08AAC
USGS	342742109233201	A-12-28S04CCC
USGS	342758109231001	A-12-28S04CAC
USGS	342844109230501	A-12-28N04BAD
USGS	342902107311201	03N.07W.13.412
USGS	342905109014401	03N.21W.15.322
USGS	342928103364601	03N.32E.08.333143
USGS	342933108581601	03N.20W.07.434
USGS	342943107230401	03N.05W.08.342
USGS	342956108520601	03N.19W.07.411
USGS	343007104115401	03N.26E.15.24443
USGS	343017109230301	A-13-28 29AAD
USGS	343030109231901	A-13-28 29ABD1
USGS	343032107052701	07N.02W.07.343 Salt Spring 185
USGS	343034104145901	03N.26E.07.444432
USGS	343034109232401	A-13-28 29ABD2
USGS	343053104145301	03N.26E.08.311342
USGS	343124104150401	03N.26E.07.222111
USGS	343127104084701	03N.27E.07.222342
USGS	343127104084702	03N.27E.07.222342A
USGS	343127104084703	03N.27E.07.222344B
USGS	343135109234901	A-13-28 17CCD1
USGS	343208107215301	04N.05W.33.223
USGS	343214104151201	03N.26E.06.22113
USGS	343215107220001	04N.05W.33.200
USGS	343233107262801	04N.06W.26.312
USGS	343405106172501	04N.06E.14.300
USGS	343407107265901	04N.06W.15.400
USGS	343410107263701	04N.06W.15.424
USGS	343410107263801	04N.06W.15.424 PINO PLACE
USGS	343415106225001	04N.05E.06.100
USGS	343415109315101	A-14-26 36DCA
USGS	343425106255501	04N.05E.17.300
USGS	343534103480801	04N.30E.09.11212
USGS	343620107260001	04N.06W.12.300
USGS	343638107375101	05N.08W.36.433A
USGS	343638107375102	05N.08W.36.433B
USGS	343710107300801	05N.06W.31.242
USGS	343710109192001	A-14-28 13DBD3 UNSURV
USGS	343748107134601	05N.04W.26.411
USGS	343756106324301	05N.04E.29.142
USGS	343802104005801	05N.28E.19.34400
USGS	343804107202201	05N.05W.26.100
USGS	343815107252501	05N.06W.25.122
USGS	343816107252501	05N.06W.25.1223
USGS	343842109114201	A-14-30 07ACA  UNSURV
USGS	343843109253701	A-14-27 01DCD
USGS	343853103430601	05N.30E.13.33000
USGS	343915107215301	05N.05N.16.443
USGS	343929104012401	05N.28E.18.13112
USGS	343931109254001	A-14-27 01ABB
USGS	343939109211101	A-15-28 34DDC
USGS	343948103442101	05N.30E.10.442131
USGS	344000109224201	A-15-28 33CAA
USGS	344004107213301	05N.05W.10.333
USGS	344005107213301	05N.05W.10.333A
USGS	344005107213302	05N.05W.10.333B
USGS	344011103433801	05N.30E.11.412224
USGS	344012103452801	05N.30E.10.311112
USGS	344019109160801	A-15-29 33ABC
USGS	344020104083301	05N.26E.13.411443
USGS	344021107212301	05N.05W.10.300
USGS	344036103422501	05N.30E.12.222134
USGS	344046109184301	A-15-29 30CBC
USGS	344100107301501	05N.06W.06.443
USGS	344101109235301	A-15-28 29BDC
USGS	344106107292701	05N.06W.03.300
USGS	344112107291701	05N.06W.05.414
USGS	344122109224001	A-15-28 21DCC
USGS	344135109282601	A-15-27 28AAA
USGS	344152109314001	A-15-26 24ADA
USGS	344217109192101	A-15-28 13CDD
USGS	344225109171501	A-15-29 17CDA
USGS	344230109223901	A-15-28 16CAD
USGS	344236103122201	06N.35E.26.14321
USGS	344245109161001	A-15-29 09CDD
USGS	344311107202001	06N.05W.26.132
USGS	344344104264402	06N.24E.30.322333
USGS	344407103523901	06N.29E.16.33300
USGS	344432103512301	06N.29E.15.14331 A
USGS	344432103512302	06N.29E.15.14331
USGS	344442108472001	06N.19W.13.413
USGS	344459109195801	A-16-28 35DAD
USGS	344514104064001	06N.27E.08.313132
USGS	344550103523201	06N.29E.04.334431
USGS	344552108430301	06N.18W.10.232
USGS	344609104193401	06N.25E.08.334112
USGS	344644104275502	06N.23E.12.121133
USGS	344655107242501	06N.05W.06.121
USGS	344659107132501	06N.04W.02.221
USGS	344702107192601	07N.05W.36.333
USGS	344804104204801	07N.24E.25.233414
USGS	344820108454901	07N.18W.29.311
USGS	344822104281202	07N.23E.36.11332
USGS	344833107223201	07N.05W.28.113
USGS	344845107130801	07N.04W.25.111
USGS	344847108402101	07N.17W.30.121
USGS	344852107353701	07N.07W.20.434 ECW 6
USGS	344854104264601	07N.23E.24.422112
USGS	344858107275301	07N.06W.22.331
USGS	344900107145601	07N.04W.22.323
USGS	344940103410501	07N.31E.18.24444
USGS	344948103462501	07N.30E.17.24244
USGS	344953107300801	07N.06W.18.424
USGS	345000107054001	07N.02W.18.134 Salt Spring 184b
USGS	345002107052301	07N.02W.18.144 Salt Spring 184c
USGS	345017108500001	07N.19W.15.131
USGS	345032107052701	ANTONIO SEDILLO GRANT, (345032107052701)
USGS	345034104114302	07N.26E.16.44133
USGS	345034107270801	07N.06W.10.443B
USGS	345038107133801	07N.04W.11.431
USGS	345042108520801	07N.19W.08.333
USGS	345043109143601	A-17-29 26BCB
USGS	345053104213502	07N.24E.13.143224
USGS	345108107051501	07N.02W.07.241 Pipeline spring
USGS	345109107052201	ANTONIO SEDILLO GRANT, (345109107052201)
USGS	345116104250402	07N.24E.09.333323
USGS	345119103432501	07N.30E.02.322311
USGS	345119103454201	07N.30E.04.41232
USGS	345122107144801	07N.04W.03.344
USGS	345123104261102	07N.24E.07.442421
USGS	345130108483801	07N.19W.02.344
USGS	345135104125502	07N.26E.08.41320
USGS	345140107045501	07N.02W.06.442 Railroad Spring
USGS	345141103465601	07N.30E.05.213100
USGS	345143104212501	07N.24E.01.13111
USGS	345149103504301	07N.29E.03.22222
USGS	345155107134801	07N.04W.03.43 LOW WATER SP
USGS	345210107235701	07N.05W.06.221A
USGS	345227107222601	08N.05W.33.300
USGS	345233108475801	08N.19W.36.313
USGS	345245108591901	08N.20W.31.321 IRRIGATION 3
USGS	345320108402301	08N.17W.30.332
USGS	345330109443001	A-17-24 12ABD
USGS	345350104033601	08N.27E.22.42443
USGS	345354104171301	08N.25E.22.313 VALENCIA SP
USGS	345403108085001	08N.12W.19.334
USGS	345419108500201	08N.19W.22.313
USGS	345441103265101	08N.33E.16.411133
USGS	345447108432501	08N.18W.22.123
USGS	345450108404701	08N.18W.24.221
USGS	345454108432601	08N.18W.22.121
USGS	345531107230601	08N.05W.17.213
USGS	345542103363601	08N.31E.12.324213
USGS	345557108574801	08N.20W.08.443 CHAVEZ SPRING
USGS	345602103265301	08N.33E.09.122221 398
USGS	345605107192801	08N.05W.12.311 RWP 21
USGS	345606103285901	08N.33E.06.344424
USGS	345632108472301	08N.19W.12.211
USGS	345636103261701	08N.33E.03.131341
USGS	345642108565901	08N.20W.04.344
USGS	345706108534801	08N.20W.01.322 LOWER WILLOW WASH SPRING
USGS	345721103495201	09N.29E.35.43431
USGS	345739103365001	09N.31E.35.42223
USGS	345807103273801	09N.33E.29.434342
USGS	345811107153202	09N.04W.33.2232A/223a Pino 2
USGS	345835107102501	09N.03W.29.414 ECW 3
USGS	345836107102501	09N.03W.29.414a Old ECW 3
USGS	345842103322701	09N.32E.27.132312
USGS	345846107200001	09N.05W.26.411 RWP 29
USGS	345851103264301	09N.33E.28.213124
USGS	345856103151701	09N.35E.20.343331
USGS	345900103361001	09N.31E.24.433433
USGS	345900109452301	A-18-24 02DDC
USGS	345915107081201	09N.03W.22.443 Coyote Spring
USGS	345919107101801	09N.03W.20.441 RWP 15
USGS	345922103185901	09N.34E.22.422114
USGS	345927107190301	09N.05W.24.4133
USGS	345928107101901	09N.03W.20.4231
USGS	345928107185201	09N.05W.24.4144/414 EPNG 2
USGS	345931108461201	09N.18W.19.442 ONDELACY WELL
USGS	345932107125001	09N.04W.24.322 RWP 19
USGS	345942103182601	09N.34E.23.124121
USGS	345950103340801	09N.32E.20.4132213
USGS	345952103313501	09N.32E.15.444442
USGS	345952107180901	09N.04W.19.124 El Rito
AZ014	345955110202501	A-19-19 33CCB
USGS	345957103301101	09N.32E.34.3221
USGS	350010109540901	A-19-23 33DAC
USGS	350017107182601	09N.04W.18.300
USGS	3500181033748	09N.31E.14.133324
USGS	350018107161201	09N.04W.16.324/341 RWP 16
USGS	3500261033843	09N.31E.15.13212
USGS	350026107185801	09N.05W.13.411 B2
USGS	350031107134601	09N.04W.14.000
USGS	350033103294901	09N.32E.13.214411
USGS	350034107185701	09N.05W.13.233
USGS	350043107191801	09N.05W.14.200
USGS	350045109501501	A-19-24 30CDC
USGS	350116103360201	09N.31E.01.24223
USGS	350121103132001	09N.35E.11.242224
USGS	350121109013801	09N.21W.11.314
USGS	350124103402601	09N.31E.08.213331
USGS	350124103491401	09N.29E.12.114444
USGS	350125103313501	09N.32E.10.22442
USGS	350143103295201	09N.32E.01.432334
USGS	350205109492701	A-19-24 20BCC
USGS	350209109305201	A-19-27 19ABC
USGS	350209109404701	A-19-25 22BBD
USGS	350212108212801	09N.14W.06.313
USGS	350212110320301	A-19-17 22BBA
USGS	350225103424301	09N.30E.01.122224
USGS	350228108474201	09N.19W.01.231 DOWA YOLANNE SPRING
USGS	350229103170801	10N.34E.36.344414
USGS	350229103350201	10N.32E.31.43333
USGS	350232103364201	10N.31E.36.33300
USGS	350239103322901	10N.32E.33.442142
USGS	350239104043201	10N.27E.33.441
USGS	350244103572501	10N.28E.34.32414
USGS	350252103480601	10N.30E.31.312
USGS	350302103440401	10N.30E.35.131411
USGS	350307103410401	10N.30E.31.242122
USGS	350309108575201	10N.20W.32.421 ECW 9
USGS	350321103343801	10N.32E.30.33333
USGS	350322103481901	10N.30E.30.333134
USGS	350326103364501	10N.31E.25.333111
USGS	350326103364502	10N.31E.25.333111A
USGS	350326103480401	10N.30E.30.34133
USGS	350331110314701	A-19-17 10CAD
USGS	350334103364501	10N.31E.25.313
USGS	350335107452501	10N.09W.26.433
USGS	350338103105001	10N.35E.25.322441
USGS	350338103434701	10N.30E.26.323212
USGS	350339103475801	10N.30E.30.321444
USGS	350340103374801	10N.31E.26.31133
USGS	350340108505001	10N.19W.33.122
USGS	350343108510001	10N.19W.33.1212
USGS	350344108510001	10N.19W.28.343 ZUNI F-1
USGS	350353108510701	10N.19W.28.314
USGS	350357103441701	10N.30E.27.24122
USGS	350404103122001	10N.35E.26.111343
USGS	350404103142801	10N.35E.29.22244
USGS	350409103142801	10N.35E.29.222
USGS	350410103572501	10N.28E.27.122122
USGS	350413103364601	10N.31E.23.444
USGS	350414103245801	10N.33E.23.333431
USGS	350417108511501	10N.19W.28.131
USGS	350418108510001	10N.19W.28.141 ZUNI F-3
USGS	350427103372001	10N.31E.23.324431
USGS	350430109315501	A-19-26 01BDD
USGS	350431103333201	10N.32E.20.42412
USGS	350436108435401	10N.18W.22.333
USGS	350437108493701	10N.19W.22.433
USGS	350442103142401	10N.35E.21.13312
USGS	350444103462201	10N.30E.20.24233
USGS	350445103192801	10N.34E.22.141333
USGS	350448103071201	10N.36E.21.223
USGS	350451103310601	10N.32E.23.132
USGS	350452103235901	10N.33E.24.113
USGS	350452107454801	10N.09W.23.134
USGS	350452107522901	10N.10W.22.421
USGS	350454108492601	10N.19W.22.421
USGS	350456103303001	10N.32E.23.223231 401
USGS	350457103270101	10N.33E.21.113224
USGS	350459103135301	10N.35E.21.21132
USGS	350500103113101	10N.35E.23.22123
USGS	350500108490401	10N.19W.23.134
USGS	350500109341901	A-20-26 34CDC
USGS	350501109342101	A-20-26 34CCD
USGS	3505021030945	10N.36E.18.343431
USGS	350502103204101	10n.34e.21.11124
USGS	350502103470101	10N.30E.20.12111
USGS	350502108485601	10N.19W.23.143
USGS	350503103120701	10N.35E.14.334
USGS	350503103120702	10N.35E.14.334   A
USGS	350503103221201	10N.34E.19.212213
USGS	350503103345001	10N.32E.19.212213
USGS	3505031035733	10N.28E.27.12212
USGS	350503108491801	10N.19W.22.244
USGS	350504103293201	10N.32E.24.212
USGS	350504103345001	10N.32E.19.21221
USGS	350504103363001	10N.31E.24.112
USGS	350504103395601	10N.31E.20.222
USGS	350505103364501	10N.31E.13.33333
USGS	350505108494101	10N.19W.22.231 ZUNI Z-6
USGS	350508108485601	10N.19W.22.24114, ZUNI 1-H
USGS	350511103271101	10N.33E.17.444212
USGS	350516103210101	10N.34E.17.441124
USGS	350517103342701	10N.32E.17.33112
USGS	350519108560301	10N.20W.22.211
USGS	350522103054601	10N.36E.14.311442
USGS	350522108472001	10N.19W.24.221
USGS	350527109361501	A-20-26 32BDD
USGS	350528104064501	10N.27E.18.412113
USGS	350531103340101	10N.32E.17.144443
USGS	350533103395601	10N.31E.17.244422
USGS	350538103124001	10N.35E.15.232412
USGS	350539103031501	10N.37E.18.231112
USGS	350546103345201	10N.32E.18.214321A
USGS	350553103041901	10N.36E.13.211
USGS	350553103052101	10N.36E.14.211
USGS	350554103103201	10N.35E.13.221
USGS	350554103205201	10N.34E.17.222233
