"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier.2","OrganizationFormalName","MonitoringLocationIdentifier.2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName.2"
187588,"AZDEQ_GW","AZDEQ_GW-GW-132383.CHEM","Sample-Routine","Water","Groundwater","2014-10-15 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58889","H3-SAMPLE RECEIVED AND ANALYZED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 09-MAR-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115358,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58889","79527","Well","Station Description:  Station Name: CONKLIN SPRING",33.8500478,-109.422535,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
189169,"AZDEQ_GW","AZDEQ_GW-GW-132388.CHEM","Sample-Routine","Water","Groundwater","2014-10-16 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58890","H3-SAMPLE RECEIVED AND ANALYZED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 09-MAR-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115359,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58890","79528","Well","Station Description:  Station Name: CONCHO BILL SPRING",33.8300264,-109.3678442,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
189379,"AZDEQ_GW","AZDEQ_GW-GW-132452.CHEM","Sample-Routine","Water","Groundwater","2014-11-04 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58898","E4-CONCENTRATION ESTIMATED. ANALYTE WAS DETECTED BELOW LABORATORY MRL BUT ABOVE MDL. H3-SAMPLE WAS RECEIVED AND/OR ANALYSIS REQUESTED PAST HOLDING TIME. B7 TARGET ANALYTE DETECTED IN METHOD BLANK AT OR ABOVE METHOD REPORTING LIMIT. CONCENTRATION FOUND IN THE SAMPLE WAS 10 TIMES ABOVE THE CONCENTRATION FOUND IN THE BLANK. E8-ANALYTE REPORTED TO MDL PER PROJECT SPECIFICATION. TARGET ANALYTE WAS NOT DETECTED IN THE SAMPLE. H1-SAMPLE ANALYSIS PERFORMED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING: SAMPLE WAS RECEIVED & ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 11-DEC-14 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115361,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58898","79582","Well","Station Description:  Station Name: UPPER CIENEGA REDONDO SPRING",33.8619722,-109.3722222,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
190326,"AZDEQ_GW","AZDEQ_GW-GW-132382.CHEM","Sample-Routine","Water","Groundwater","2014-10-15 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58887","H3-SAMPLE RECEIVED AND ANALYZED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 09-MAR-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115356,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58887","79525","Well","Station Description:  Station Name: JESSIE SPRING",33.9527939,-109.3227231,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
190528,"AZDEQ_GW","AZDEQ_GW-GW-132436.CHEM","Sample-Routine","Water","Groundwater","2014-11-05 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58901","H3-SAMPLE RECEIVED OUTSIDE THE HOLDING TIME. H1-RECEIVED NEAR THE END OF HOLD. RESULTS CONSIDERED MINIMUM VALUES. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 10-DEC-14 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115364,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58901","79585","Well","Station Description:  Station Name: LUNA LAKE CAMPGROUND",33.8356389,-109.0864444,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
190854,"AZDEQ_GW","AZDEQ_GW-GW-132440.CHEM","Sample-Routine","Water","Groundwater","2014-11-04 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58899","H3-SAMPLE RECEIVED OUTSIDE THE HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 07-JAN-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","NULL","As","Dissolved",1,"µg/L","STORET",115362,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58899","79583","Well","Station Description:  Station Name: THREE FORKS SPRING",33.8544167,-109.3156111,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
192256,"AZDEQ_GW","AZDEQ_GW-GW-132389.CHEM","Sample-Routine","Water","Groundwater","2014-10-14 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58884","H3-SAMPLE RECEIVED AND ANALYZED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 09-MAR-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115353,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58884","79522","Well","Station Description:  Station Name: SPENCE SPRING",33.9454806,-109.4163694,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
193054,"AZDEQ_GW","AZDEQ_GW-GW-132434.CHEM","Sample-Routine","Water","Groundwater","2014-11-04 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58900","H3-SAMPLE RECEIVED OUTSIDE THE HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 07-JAN-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115363,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58900","79584","Well","Station Description:  Station Name: BEAR SPRING",33.8288333,-109.178,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
194655,"AZDEQ_GW","AZDEQ_GW-GW-132387.CHEM","Sample-Routine","Water","Groundwater","2014-10-14 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58883","H3-SAMPLE RECEIVED AND ANALYZED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 09-MAR-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115352,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58883","79521","Well","Station Description:  Station Name: TRAP SPRING #2",33.9313408,-109.4550225,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
194775,"AZDEQ_GW","AZDEQ_GW-GW-132435.CHEM","Sample-Routine","Water","Groundwater","2014-11-04 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58897","H3-SAMPLE RECEIVED OUTSIDE THE HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 07-JAN-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115360,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58897","79581","Well","Station Description:  Station Name: SLADE SPRING",33.8395,-109.473,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
194846,"AZDEQ_GW","AZDEQ_GW-GW-132385.CHEM","Sample-Routine","Water","Groundwater","2014-10-15 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58886","H3-SAMPLE RECEIVED AND ANALYZED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 09-MAR-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115355,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58886","79524","Well","Station Description:  Station Name: UPPER NORTH SPRING",33.906785,-109.2784072,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
195013,"AZDEQ_GW","AZDEQ_GW-GW-132386.CHEM","Sample-Routine","Water","Groundwater","2014-10-15 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58888","H3-SAMPLE RECEIVED AND ANALYZED PAST HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 09-MAR-15 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115357,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58888","79526","Well","Station Description:  Station Name: SU KNOLL SPRING",33.9099136,-109.4147175,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
195133,"AZDEQ_GW","AZDEQ_GW-GW-132437.CHEM","Sample-Routine","Water","Groundwater","2014-11-04 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-58898","H3-SAMPLE RECEIVED OUTSIDE THE HOLDING TIME. H5-THIS TEST IS SPECIFIED TO BE PERFORMED IN THE FIELD WITHIN 15 MINUTES OF SAMPLING; SAMPLE WAS RECEIVED AND ANALYZED PAST THE REGULATORY HOLDING TIME.. Approved status: MARIANNE GILBERT 10-DEC-14 12:00:00--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",115361,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-58898","79582","Well","Station Description:  Station Name: UPPER CIENEGA REDONDO SPRING",33.8619722,-109.3722222,"Unknown","UNKWN","NULL","NULL","NULL","US",4,1,"NULL","NULL","NULL","NULL","NULL","STORET"
76815,"AZDEQ_GW","AZDEQ_GW-GW-49794.CHEM","Sample-Routine","Water","Groundwater","2003-06-24 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-52371","EXCEEDED HOLDING TIME FOR NITRITE, PH & TURBIDITY. SAMPLE FILTERED IN FIELD.--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",114949,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-52371","62608","Well","Station Description:  Station Name: TERRY & DEBIE NELSON",34.4802778,-110.0102778,"Unknown","UNKWN","NULL","NULL","NULL","US",4,17,"NULL","NULL","NULL","NULL","NULL","STORET"
77571,"AZDEQ_GW","AZDEQ_GW-GW-49783.CHEM","Sample-Routine","Water","Groundwater","2003-06-24 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-52393","EXCEEDED HOLDING TIME FOR NITRITE, PH & TURBIDITY. SAMPLE FILTERED IN FIELD.--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",114953,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-52393","62633","Well","Station Description:  Station Name: THOMPSON, JOANNE",34.5758333,-109.9147222,"Unknown","UNKWN","NULL","NULL","NULL","US",4,17,"NULL","NULL","NULL","NULL","NULL","STORET"
77799,"AZDEQ_GW","AZDEQ_GW-GW-49859.CHEM","Sample-Routine","Water","Groundwater","2003-06-24 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-52372","EXCEEDED HOLDING TIME FOR NITRITE, PH & TURBIDITY. SAMPLE FILTERED IN FIELD.--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",114950,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-52372","62609","Well","Station Description:  Station Name: RICE WELL",34.5413889,-110.0272222,"Unknown","UNKWN","NULL","NULL","NULL","US",4,17,"NULL","NULL","NULL","NULL","NULL","STORET"
78023,"AZDEQ_GW","AZDEQ_GW-GW-49756.CHEM","Sample-Routine","Water","Groundwater","2003-06-24 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-52392","EXCEEDED HOLDING TIME FOR NITRITE, PH & TURBIDITY. SAMPLE FILTERED IN FIELD.--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",114952,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-52392","62632","Well","Station Description:  Station Name: MOLLOY WELL",34.5997778,-109.9827672,"Unknown","UNKWN","NULL","NULL","NULL","US",4,17,"NULL","NULL","NULL","NULL","NULL","STORET"
237489,"AZDEQ_GW","AZDEQ_GW-GW-50488.CHEM","Sample-Routine","Water","Groundwater","2003-10-30 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-13328","EXCEEDED HOLDING TIME FOR NITRITE, PH & TURBIDITY. SAMPLE FILTERED IN FIELD.--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",113361,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-13328","21130","Well","Station Description:  Station Name: UPPER TOM BROWN WELL",34.9075422,-113.4965256,"Unknown","UNKWN","NULL","NULL","NULL","US",4,15,"NULL","NULL","NULL","NULL","NULL","STORET"
237504,"AZDEQ_GW","AZDEQ_GW-GW-48662.CHEM","Sample-Routine","Water","Groundwater","2003-06-26 00:00:00","9673","ARIZONA DEPT OF ENVIRONMENTAL QUALITY","AZDEQ_GW-46692","EXCEEDED HOLDING TIME FOR NITRITE, PH & TURBIDITY. TDS/SPECIFIC CONDUCTIVITY RATIO OUTSIDE NORMAL QC RANGE FOR NATURAL WATERS. SAMPLE FILTERED IN FIELD.--- SAMPLE TAKEN: Migrated","NULL","NULL","Unknown","AZDEQ_GW","Unknown","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",114345,"AZDEQ_GW","AZDEQ_GW","AZDEQ_GW-46692","56293","Well","Station Description:  Station Name: OATMAN WATER CO. WELL #4",35.0242267,-114.3802586,"Unknown","UNKWN","NULL","NULL","NULL","US",4,15,"NULL","NULL","NULL","NULL","NULL","STORET"
