"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier-2","OrganizationFormalName","MonitoringLocationIdentifier-2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName-2"
"3469763","USGS-NM","nwisnm.01.98001917","Sample-Routine","Water","Groundwater","1980-08-20 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-355400107224201",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.33","ug/l","NWIS","268974","USGS-NM","USGS New Mexico Water Science Center","USGS-355400107224201","19N.05W.04.3333","Well",NULL,"35.9000192","-107.3789357","Interpolated from MAP.","NAD83","6640","feet","Interpolated from topographic map.","US","35","31","1978","233","feet","270.5","feet","NWIS"
"3469786","USGS-NM","nwisnm.01.98001796","Sample-Routine","Water","Groundwater","1980-09-03 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354306108134001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.26","ug/l","NWIS","268753","USGS-NM","USGS New Mexico Water Science Center","USGS-354306108134001","17N.13W.09.3212","Well",NULL,"35.7183534","-108.228403","Interpolated from MAP.","NAD83","6699","feet","Interpolated from topographic map.","US","35","31","1978","2120","feet",NULL,NULL,"NWIS"
"3469846","USGS-NM","nwisnm.01.98001907","Sample-Routine","Water","Groundwater","1980-08-19 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-355447107224301",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.19","ug/l","NWIS","268993","USGS-NM","USGS New Mexico Water Science Center","USGS-355447107224301","19N.05W.05.221","Well",NULL,"35.9130745","-107.3792134","Interpolated from MAP.","NAD83","6670","feet","Interpolated from topographic map.","US","35","31","1978","182","feet","240","feet","NWIS"
"3469903","USGS-NM","nwisnm.01.98001906","Sample-Routine","Water","Groundwater","1980-08-19 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-355446107204801",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.03","ug/l","NWIS","268992","USGS-NM","USGS New Mexico Water Science Center","USGS-355446107204801","19N.05W.03.2214","Well",NULL,"35.9127967","-107.3472683","Interpolated from MAP.","NAD83","6620","feet","Interpolated from topographic map.","US","35","31","1978","55","feet","250","feet","NWIS"
"3469930","USGS-NM","nwisnm.01.98001795","Sample-Routine","Water","Groundwater","1980-09-03 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354304108133801",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.05","ug/l","NWIS","268752","USGS-NM","USGS New Mexico Water Science Center","USGS-354304108133801","17N.13W.09.321","Well",NULL,"35.71779785","-108.2278475","Interpolated from MAP.","NAD83","6702","feet","Interpolated from topographic map.","US","35","31","1979","2060","feet",NULL,NULL,"NWIS"
"3469968","USGS-NM","nwisnm.01.98101735","Sample-Routine","Water","Groundwater","1981-07-22 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353420108002201",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","22.8","ug/l","NWIS","268547","USGS-NM","USGS New Mexico Water Science Center","USGS-353420108002201","16N.11W.33.332","Well",NULL,"35.5722222","-108.0066667","Interpolated from MAP.","NAD83","7367","feet","Interpolated from Digital Elevation Model","US","35","31","1972","2023","feet","2023","feet","NWIS"
"3470019","USGS-NM","nwisnm.01.98101738","Sample-Routine","Water","Groundwater","1981-07-14 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354103108083901",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.02","ug/l","NWIS","268708","USGS-NM","USGS New Mexico Water Science Center","USGS-354103108083901","17N.12W.20.3313","Well",NULL,"35.6841879","-108.1447894","Interpolated from MAP.","NAD83","6941","feet","Interpolated from Digital Elevation Model","US","35","31","1961","2500","feet","2500","feet","NWIS"
"3470065","USGS-NM","nwisnm.01.98101740","Sample-Routine","Water","Groundwater","1981-07-14 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354143108083801",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","U","Dissolved",NULL,NULL,"NWIS","268719","USGS-NM","USGS New Mexico Water Science Center","USGS-354143108083801","17N.12W.20.1111","Well",NULL,"35.69529878","-108.1445116","Interpolated from MAP.","NAD83","6863","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,"2428","feet","2428","feet","NWIS"
"3470110","USGS-NM","nwisnm.01.98101736","Sample-Routine","Water","Groundwater","1981-07-14 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354017108092201",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.63","ug/l","NWIS","268690","USGS-NM","USGS New Mexico Water Science Center","USGS-354017108092201","17N.12W.30.3241","Well",NULL,"35.6714103","-108.1567341","Interpolated from MAP.","NAD83","7041","feet","Interpolated from Digital Elevation Model","US","35","31","1958","2544","feet",NULL,NULL,"NWIS"
"3470152","USGS-NM","nwisnm.01.98101737","Sample-Routine","Water","Groundwater","1981-07-14 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354038108091801",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","6.1","ug/l","NWIS","268699","USGS-NM","USGS New Mexico Water Science Center","USGS-354038108091801","17N.12W.30.142 NO.3","Well",NULL,"35.67724354","-108.155623","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3470202","USGS-NM","nwisnm.01.98101739","Sample-Routine","Water","Groundwater","1981-07-15 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-354105108091001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.02","ug/l","NWIS","268709","USGS-NM","USGS New Mexico Water Science Center","USGS-354105108091001","17N.12W.19.4314","Well",NULL,"35.6847434","-108.1534007","Interpolated from MAP.","NAD83","6956","feet","Interpolated from Digital Elevation Model","US","35","31","1964","2345","feet","2345","feet","NWIS"
"3470284","USGS-NM","nwisnm.01.98201460","Sample-Routine","Water","Groundwater","1982-02-28 00:00:00",NULL,"USGS-National Water Quality Lab, Denver, CO","USGS-353258108171601",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","22.0","ug/l","NWIS","268530","USGS-NM","USGS New Mexico Water Science Center","USGS-353258108171601","15N.14W.11.2143 GULF MARIANO LAKE MINE SUPPLY WL","Well",NULL,"35.5494675","-108.2884044","Interpolated from MAP.","NAD83",NULL,NULL,NULL,"US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3470359","USGS-NM","nwisnm.01.98201467","Sample-Routine","Water","Groundwater","1982-08-28 00:00:00",NULL,"USGS-National Water Quality Lab, Denver, CO","USGS-353558107241001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.03","ug/l","NWIS","268576","USGS-NM","USGS New Mexico Water Science Center","USGS-353558107241001","16N.05W.19.414A AZABACHE","Well",NULL,"35.59947096","-107.4033822","Interpolated from MAP.","NAD83","6466","feet","Level or other surveyed method.","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3470403","USGS-NM","nwisnm.01.98201468","Sample-Routine","Water","Groundwater","1982-08-28 00:00:00",NULL,"USGS-National Water Quality Lab, Denver, CO","USGS-353558107241002",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.03","ug/l","NWIS","268577","USGS-NM","USGS New Mexico Water Science Center","USGS-353558107241002","16N.05W.19.414B AZABACHE FLOWING WELL B","Well",NULL,"35.59947096","-107.4033822","Interpolated from MAP.","NAD83","6466","feet","Level or other surveyed method.","US","35","31",NULL,"710","feet",NULL,NULL,"NWIS"
"3470449","USGS-NM","nwisnm.01.98201537","Sample-Routine","Water","Groundwater","1982-02-24 00:00:00",NULL,"USGS-National Water Quality Lab, Denver, CO","USGS-353016108100401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.03","ug/l","NWIS","267401","USGS-NM","USGS New Mexico Water Science Center","USGS-353016108100401","15N.13W.25.1423","Well",NULL,"35.50446928","-108.1684006","Interpolated from MAP.","NAD83","7488","feet","Interpolated from Digital Elevation Model","US","35","31","1979","3102","feet",NULL,NULL,"NWIS"
"3470604","USGS-NM","nwisnm.01.98501074","Sample-Routine","Water","Groundwater","1985-09-06 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353016108100401",NULL,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.04","ug/l","NWIS","267401","USGS-NM","USGS New Mexico Water Science Center","USGS-353016108100401","15N.13W.25.1423","Well",NULL,"35.50446928","-108.1684006","Interpolated from MAP.","NAD83","7488","feet","Interpolated from Digital Elevation Model","US","35","31","1979","3102","feet",NULL,NULL,"NWIS"
"3470869","USGS-NM","nwisnm.01.98600922","Sample-Routine","Water","Groundwater","1986-04-21 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-355553107562301",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","28.0","ug/l","NWIS","269006","USGS-NM","USGS New Mexico Water Science Center","USGS-355553107562301","20N.10W.30.3244","Well",NULL,"35.9314066","-107.9403398","Interpolated from MAP.","NAD83","6401","feet","Level or other surveyed method.","US","35","31",NULL,NULL,NULL,"3275","feet","NWIS"
"3471004","USGS-NM","nwisnm.01.98700086","Sample-Routine","Water","Groundwater","1986-11-20 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352330108093401",NULL,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","4.9","ug/l","NWIS","266761","USGS-NM","USGS New Mexico Water Science Center","USGS-352330108093401","13N.13W.01.2223","Well",NULL,"35.3915","-108.1606944","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","7009","feet","Interpolated from Digital Elevation Model","US","35","31","1911",NULL,NULL,"725","feet","NWIS"
"3471064","USGS-NM","nwisnm.01.98600923","Sample-Routine","Water","Groundwater","1986-04-21 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-355553107562301",NULL,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","28.0","ug/l","NWIS","269006","USGS-NM","USGS New Mexico Water Science Center","USGS-355553107562301","20N.10W.30.3244","Well",NULL,"35.9314066","-107.9403398","Interpolated from MAP.","NAD83","6401","feet","Level or other surveyed method.","US","35","31",NULL,NULL,NULL,"3275","feet","NWIS"
"3472258","USGS-NM","nwisnm.01.99000060","Sample-Routine","Water","Groundwater","1989-12-15 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-350214108454001",NULL,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","1.3","ug/l","NWIS","266554","USGS-NM","USGS New Mexico Water Science Center","USGS-350214108454001","09N.18W.05.324","Well",NULL,"35.03725615","-108.7617484","Interpolated from MAP.","NAD83","6470","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,"2591","feet",NULL,NULL,"NWIS"
"3472267","USGS-NM","nwisnm.01.99000060","Sample-Routine","Water","Groundwater","1989-12-15 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-350214108454001",NULL,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","U","Dissolved",NULL,NULL,"NWIS","266554","USGS-NM","USGS New Mexico Water Science Center","USGS-350214108454001","09N.18W.05.324","Well",NULL,"35.03725615","-108.7617484","Interpolated from MAP.","NAD83","6470","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,"2591","feet",NULL,NULL,"NWIS"
"3472328","USGS-NM","nwisnm.01.99200335","Sample-Routine","Water","Groundwater","1992-03-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352743108563401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","4.7","pCi/L","NWIS","266902","USGS-NM","USGS New Mexico Water Science Center","USGS-352743108563401","14N.20W.10.214","Well",NULL,"35.46196735","-108.943422","Interpolated from MAP.","NAD83","6282","feet","Interpolated from Digital Elevation Model","US","35","31","1990","51.5","feet","51.5","feet","NWIS"
"3472329","USGS-NM","nwisnm.01.99200335","Sample-Routine","Water","Groundwater","1992-03-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352743108563401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-234","Dissolved","7.5","pCi/L","NWIS","266902","USGS-NM","USGS New Mexico Water Science Center","USGS-352743108563401","14N.20W.10.214","Well",NULL,"35.46196735","-108.943422","Interpolated from MAP.","NAD83","6282","feet","Interpolated from Digital Elevation Model","US","35","31","1990","51.5","feet","51.5","feet","NWIS"
"3472330","USGS-NM","nwisnm.01.99200335","Sample-Routine","Water","Groundwater","1992-03-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352743108563401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-235","Dissolved","0.2","pCi/L","NWIS","266902","USGS-NM","USGS New Mexico Water Science Center","USGS-352743108563401","14N.20W.10.214","Well",NULL,"35.46196735","-108.943422","Interpolated from MAP.","NAD83","6282","feet","Interpolated from Digital Elevation Model","US","35","31","1990","51.5","feet","51.5","feet","NWIS"
"3472331","USGS-NM","nwisnm.01.99200335","Sample-Routine","Water","Groundwater","1992-03-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352743108563401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","22.0","ug/l","NWIS","266902","USGS-NM","USGS New Mexico Water Science Center","USGS-352743108563401","14N.20W.10.214","Well",NULL,"35.46196735","-108.943422","Interpolated from MAP.","NAD83","6282","feet","Interpolated from Digital Elevation Model","US","35","31","1990","51.5","feet","51.5","feet","NWIS"
"3472338","USGS-NM","nwisnm.01.99200335","Sample-Routine","Water","Groundwater","1992-03-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352743108563401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","0.5","pCi/L","NWIS","266902","USGS-NM","USGS New Mexico Water Science Center","USGS-352743108563401","14N.20W.10.214","Well",NULL,"35.46196735","-108.943422","Interpolated from MAP.","NAD83","6282","feet","Interpolated from Digital Elevation Model","US","35","31","1990","51.5","feet","51.5","feet","NWIS"
"3472339","USGS-NM","nwisnm.01.99200335","Sample-Routine","Water","Groundwater","1992-03-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352743108563401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-234","Dissolved","0.76","pCi/L","NWIS","266902","USGS-NM","USGS New Mexico Water Science Center","USGS-352743108563401","14N.20W.10.214","Well",NULL,"35.46196735","-108.943422","Interpolated from MAP.","NAD83","6282","feet","Interpolated from Digital Elevation Model","US","35","31","1990","51.5","feet","51.5","feet","NWIS"
"3472340","USGS-NM","nwisnm.01.99200335","Sample-Routine","Water","Groundwater","1992-03-31 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-352743108563401",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-235","Dissolved","0.05","pCi/L","NWIS","266902","USGS-NM","USGS New Mexico Water Science Center","USGS-352743108563401","14N.20W.10.214","Well",NULL,"35.46196735","-108.943422","Interpolated from MAP.","NAD83","6282","feet","Interpolated from Digital Elevation Model","US","35","31","1990","51.5","feet","51.5","feet","NWIS"
"3472377","USGS-NM","nwisnm.01.99200340","Sample-Routine","Water","Groundwater","1992-04-01 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353537108355001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","71.0","pCi/L","NWIS","268571","USGS-NM","USGS New Mexico Water Science Center","USGS-353537108355001","16N.17W.25.111","Well",NULL,"35.59363246","-108.5978586","Interpolated from MAP.","NAD83","6685","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3472378","USGS-NM","nwisnm.01.99200340","Sample-Routine","Water","Groundwater","1992-04-01 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353537108355001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-234","Dissolved","74.0","pCi/L","NWIS","268571","USGS-NM","USGS New Mexico Water Science Center","USGS-353537108355001","16N.17W.25.111","Well",NULL,"35.59363246","-108.5978586","Interpolated from MAP.","NAD83","6685","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3472379","USGS-NM","nwisnm.01.99200340","Sample-Routine","Water","Groundwater","1992-04-01 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353537108355001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-235","Dissolved","2.9","pCi/L","NWIS","268571","USGS-NM","USGS New Mexico Water Science Center","USGS-353537108355001","16N.17W.25.111","Well",NULL,"35.59363246","-108.5978586","Interpolated from MAP.","NAD83","6685","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3472380","USGS-NM","nwisnm.01.99200340","Sample-Routine","Water","Groundwater","1992-04-01 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353537108355001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","260.0","ug/l","NWIS","268571","USGS-NM","USGS New Mexico Water Science Center","USGS-353537108355001","16N.17W.25.111","Well",NULL,"35.59363246","-108.5978586","Interpolated from MAP.","NAD83","6685","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3472387","USGS-NM","nwisnm.01.99200340","Sample-Routine","Water","Groundwater","1992-04-01 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353537108355001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"U","Dissolved","6.9","pCi/L","NWIS","268571","USGS-NM","USGS New Mexico Water Science Center","USGS-353537108355001","16N.17W.25.111","Well",NULL,"35.59363246","-108.5978586","Interpolated from MAP.","NAD83","6685","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3472388","USGS-NM","nwisnm.01.99200340","Sample-Routine","Water","Groundwater","1992-04-01 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353537108355001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-234","Dissolved","7.2","pCi/L","NWIS","268571","USGS-NM","USGS New Mexico Water Science Center","USGS-353537108355001","16N.17W.25.111","Well",NULL,"35.59363246","-108.5978586","Interpolated from MAP.","NAD83","6685","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
"3472389","USGS-NM","nwisnm.01.99200340","Sample-Routine","Water","Groundwater","1992-04-01 00:00:00",NULL,"U.S. Geological Survey-Water Resources Discipline","USGS-353537108355001",NULL,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",NULL,"Uranium-235","Dissolved","0.46","pCi/L","NWIS","268571","USGS-NM","USGS New Mexico Water Science Center","USGS-353537108355001","16N.17W.25.111","Well",NULL,"35.59363246","-108.5978586","Interpolated from MAP.","NAD83","6685","feet","Interpolated from Digital Elevation Model","US","35","31",NULL,NULL,NULL,NULL,NULL,"NWIS"
